,ID,Suc_flag,ARPU,PromCnt12,PromCnt36,PromCntMsg12,PromCntMsg36,Class,Age,Gender,HomeOwner,AvgARPU,AvgHomeValue,AvgIncome,Age_empflag,AvgHomeValue_empflag,AvgIncome_empflag,Age_group1,Age_group2
2797,57069,0,,3.25,8.75,1.2,3.4,3,59.1589722451,F,U,60.34209311,50600.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
2798,57087,1,75.0,3.65,7.75,1.4,2.8,3,51.0,M,H,50.74983895,82100.0,46974.0,False,False,False,"[21, 51]","(37.25, 53.5]"
2799,57092,1,180.0,4.15,9.25,1.4,3.4,2,44.0,M,H,60.77418817,111000.0,46974.0,False,False,False,"[21, 51]","(37.25, 53.5]"
2800,57119,1,100.0,3.15,2.75,1.4,1.2,3,76.0,M,H,48.60597496,55600.0,43423.0,False,False,False,"(69, 86]","(69.75, 86]"
2801,57151,1,130.0,2.9,8.0,1.2,1.0,4,61.0,F,U,55.83043974,87500.0,42819.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
2802,57162,1,100.0,3.4,7.75,1.4,2.8,3,42.0,F,U,50.68300714,46300.0,45560.0,False,False,False,"[21, 51]","(37.25, 53.5]"
2803,57195,0,,3.25,7.25,1.2,2.6,1,47.0,F,H,56.36512319,32200.0,30032.0,False,False,False,"[21, 51]","(37.25, 53.5]"
2804,57237,0,,3.0,4.25,1.0,1.0,3,62.0,F,U,62.90098779,45400.0,43017.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
2805,57241,0,,2.25,6.75,0.8,2.4,3,59.1589722451,F,U,50.15805492,47100.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
2806,57268,0,,3.25,7.75,1.2,1.2,1,42.0,M,H,52.43035876,40100.0,35966.0,False,False,False,"[21, 51]","(37.25, 53.5]"
2807,57269,0,,2.75,5.75,0.8,2.0,3,59.1589722451,M,U,49.33837049,34300.0,21558.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
2808,57332,1,30.0,3.65,8.0,1.2,3.0,1,69.0,M,H,49.44645223,68700.0,60598.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
2809,57349,1,35.0,3.65,7.5,1.4,2.8,1,31.0,F,U,49.26506123,68500.0,39333.0,False,False,False,"[21, 51]","(20.935, 37.25]"
2810,57369,1,25.0,3.4,7.0,1.4,3.2,1,57.0,F,U,48.12116329,57400.0,40931.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
2811,57375,0,,2.5,6.75,0.6,0.6,2,22.0,F,H,53.36782683,57400.0,40931.0,False,False,False,"[21, 51]","(20.935, 37.25]"
2812,57407,1,105.0,2.4,3.75,0.8,1.2,4,55.0,M,H,51.93143832,145300.0,90240.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
2813,57412,0,,2.75,4.0,0.8,0.8,4,27.0,F,H,51.52679122,91000.0,72882.0,False,False,False,"[21, 51]","(20.935, 37.25]"
2814,57419,1,50.0,2.9,7.25,1.0,0.8,2,35.0,F,H,54.59334511,91000.0,72882.0,False,False,False,"[21, 51]","(20.935, 37.25]"
2815,57463,1,50.0,2.65,6.0,1.0,0.8,3,71.0,F,H,53.25745168,58400.0,45176.0,False,False,False,"(69, 86]","(69.75, 86]"
2816,57496,1,125.0,3.65,8.5,1.4,3.2,4,62.0,M,H,50.95659564,46000.0,51052.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
2817,57499,0,,3.5,8.0,1.0,2.6,1,74.0,F,H,49.52951376,42800.0,51052.0,False,False,False,"(69, 86]","(69.75, 86]"
2818,57593,1,25.0,3.65,8.0,1.4,3.2,1,59.1589722451,M,U,48.42438336,31000.0,23500.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
2819,57613,0,,3.25,7.5,1.2,3.0,1,59.1589722451,F,U,47.96339766,33400.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
2820,57643,0,,3.25,8.5,1.0,3.2,3,59.1589722451,M,U,60.47180062,83400.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
2821,57647,1,100.0,3.65,8.75,1.4,3.4,2,24.0,M,H,57.58952685,72400.0,63009.0,False,False,False,"[21, 51]","(20.935, 37.25]"
2822,57705,1,25.0,3.4,7.75,1.2,3.0,1,59.1589722451,F,U,48.3379841,37500.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
2823,57735,0,,3.0,4.5,1.0,1.0,1,59.1589722451,M,H,49.59728713,64200.0,48085.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
2824,57761,1,80.0,3.15,7.0,1.0,0.8,2,58.0,F,U,53.13425165,49400.0,42047.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
2825,57899,1,50.0,3.4,8.25,1.4,3.2,3,59.1589722451,F,U,49.66522352,30700.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
2826,57909,1,50.0,3.4,6.5,1.4,2.4,2,59.1589722451,M,U,49.31101182,79300.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
2827,57928,1,55.0,2.4,6.25,1.0,2.6,3,74.0,F,U,49.49154644,45300.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
2828,57929,1,50.0,3.65,8.0,1.4,3.2,2,62.0,F,U,49.23036937,45300.0,36735.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
2829,57940,0,,3.0,6.25,1.0,2.2,4,45.0,F,H,50.23502538,39000.0,40054.0,False,False,False,"[21, 51]","(37.25, 53.5]"
2830,57953,0,,4.0,9.5,1.2,3.4,4,70.0,M,H,50.51497457,40600.0,40054.0,False,False,False,"(69, 86]","(69.75, 86]"
2831,57963,1,50.0,4.15,9.0,1.4,3.2,2,70.0,F,H,49.80633211,49200.0,40054.0,False,False,False,"(69, 86]","(69.75, 86]"
2832,57964,1,60.0,2.65,5.0,1.0,1.8,2,71.0,M,U,49.39717424,42800.0,40054.0,False,False,False,"(69, 86]","(69.75, 86]"
2833,57976,0,,3.25,8.75,1.2,3.4,3,76.0,F,H,50.21882171,40700.0,44658.0,False,False,False,"(69, 86]","(69.75, 86]"
2834,57982,0,,3.0,8.0,1.0,2.8,2,47.0,F,H,50.28851641,54700.0,44658.0,False,False,False,"[21, 51]","(37.25, 53.5]"
2835,57990,0,,2.0,3.75,0.6,1.2,4,58.0,F,U,51.11720801,97500.0,66828.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
2836,57992,1,25.0,3.65,8.5,1.4,3.4,1,51.0,M,H,49.41028483,83800.0,43494.0,False,False,False,"[21, 51]","(37.25, 53.5]"
2837,58006,0,,1.75,4.25,0.6,1.4,2,45.0,F,U,58.22011269,42600.0,32989.0,False,False,False,"[21, 51]","(37.25, 53.5]"
2838,58043,0,,2.75,7.25,1.0,1.0,2,47.0,M,H,52.84695558,30000.0,24102.0,False,False,False,"[21, 51]","(37.25, 53.5]"
2839,58049,0,,3.0,7.25,1.0,2.6,1,77.0,M,U,48.69882403,49500.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
2840,58075,0,,3.0,7.5,1.0,1.0,2,77.0,F,U,52.84069071,40200.0,18750.0,False,False,False,"(69, 86]","(69.75, 86]"
2841,58079,1,50.0,3.15,8.0,1.4,3.2,4,59.1589722451,F,U,50.43423958,25300.0,22654.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
2842,58084,0,,2.25,6.5,0.8,2.4,2,51.0,U,H,49.70686273,45500.0,24084.0,False,False,False,"[21, 51]","(37.25, 53.5]"
2843,58086,1,20.0,3.4,8.25,1.4,3.4,1,53.0,F,H,48.6344153,24000.0,29167.0,False,False,False,"(51, 59.159]","(37.25, 53.5]"
2844,58105,0,,3.0,8.25,1.2,3.2,4,84.0,F,U,50.35081018,22400.0,21620.0,False,False,False,"(69, 86]","(69.75, 86]"
2845,58130,1,35.0,2.15,5.25,1.0,2.6,1,59.1589722451,F,U,47.85474374,28300.0,22720.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
2846,58147,1,25.0,3.15,7.5,1.2,1.0,1,56.0,M,U,52.34465975,31800.0,53513.4573612,False,False,True,"(51, 59.159]","(53.5, 69.75]"
2847,58198,0,,3.5,8.0,1.2,3.0,1,59.1589722451,F,U,48.06750839,19800.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
2848,58203,1,30.0,2.15,5.75,1.0,2.2,1,53.0,M,U,49.24095285,22400.0,28100.0,False,False,False,"(51, 59.159]","(37.25, 53.5]"
2849,58262,0,,3.25,8.0,1.2,3.0,1,79.0,F,H,49.34688885,63200.0,37165.0,False,False,False,"(69, 86]","(69.75, 86]"
2850,58284,1,20.0,3.65,8.5,1.4,3.4,1,65.0,F,H,49.03381815,46300.0,44415.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
2851,58290,0,,2.5,7.75,1.0,3.0,2,59.1589722451,M,H,50.15120567,45600.0,44415.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
2852,58318,0,,3.75,9.25,1.2,3.4,3,85.0,F,U,49.9332841,36500.0,32643.0,False,False,False,"(69, 86]","(69.75, 86]"
2853,58333,0,,3.0,6.75,0.8,0.8,3,35.0,M,U,52.82581267,34800.0,40104.0,False,False,False,"[21, 51]","(20.935, 37.25]"
2854,58351,1,45.0,3.9,8.25,1.4,2.8,2,69.0,M,U,49.80622928,26900.0,36787.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
2855,58374,1,50.0,5.15,10.0,2.0,3.8,2,79.0,F,H,49.27411711,48300.0,41062.0,False,False,False,"(69, 86]","(69.75, 86]"
2856,58412,0,,1.5,4.75,0.8,2.2,1,65.0,F,H,48.90442736,57900.0,36141.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
2857,58447,1,50.0,3.9,7.75,1.4,3.0,2,67.0,F,U,49.43152867,63000.0,53142.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
2858,58463,1,50.0,4.15,9.25,1.4,3.4,2,81.0,M,U,58.01667388,29700.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
2859,58466,1,25.0,4.15,8.25,1.4,3.2,1,62.0,M,U,47.80606364,37200.0,53513.4573612,False,False,True,"(59.159, 69]","(53.5, 69.75]"
2860,58484,0,,2.75,7.25,0.8,2.6,1,41.0,F,H,48.91964132,66200.0,53513.4573612,False,False,True,"[21, 51]","(37.25, 53.5]"
2861,58488,0,,3.0,7.75,1.0,2.6,2,73.0,F,U,50.44761243,61800.0,42251.0,False,False,False,"(69, 86]","(69.75, 86]"
2862,58499,0,,2.75,7.75,0.8,2.6,1,46.0,M,U,49.91983713,57000.0,38728.0,False,False,False,"[21, 51]","(37.25, 53.5]"
2863,58511,1,75.0,4.15,8.5,1.4,3.0,3,70.0,M,U,50.07347303,48400.0,37412.0,False,False,False,"(69, 86]","(69.75, 86]"
2864,58525,0,,3.25,8.75,1.2,3.4,2,54.0,F,H,60.41727359,39000.0,38962.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
2865,58538,1,50.0,3.65,8.5,1.4,1.2,4,36.0,F,H,54.71031397,21900.0,49375.0,False,False,False,"[21, 51]","(20.935, 37.25]"
2866,58566,1,80.0,3.65,7.0,1.2,2.2,4,74.0,M,H,50.99963942,63300.0,38796.0,False,False,False,"(69, 86]","(69.75, 86]"
2867,58573,0,,3.25,8.0,1.2,3.4,1,67.0,M,H,48.22352816,30400.0,38796.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
2868,58576,0,,3.0,7.75,1.2,3.4,2,51.0,F,H,48.86183788,42100.0,38796.0,False,False,False,"[21, 51]","(37.25, 53.5]"
2869,58597,1,250.0,3.65,8.0,1.4,3.4,3,80.0,M,U,59.20293667,29500.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
2870,58649,1,50.0,3.4,6.75,1.4,2.6,2,75.0,F,H,49.49437908,52100.0,42920.0,False,False,False,"(69, 86]","(69.75, 86]"
2871,58721,0,,3.25,8.75,1.2,3.4,2,59.1589722451,M,U,49.56254169,29700.0,39914.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
2872,58725,1,75.0,3.65,7.0,1.2,2.2,4,79.0,M,H,50.57459634,31300.0,31950.0,False,False,False,"(69, 86]","(69.75, 86]"
2873,58726,0,,3.5,8.75,1.2,3.4,3,60.0,M,U,49.68178632,36800.0,31950.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
2874,58728,1,100.0,3.4,6.5,1.0,1.8,3,49.0,M,U,50.24707288,18400.0,31950.0,False,False,False,"[21, 51]","(37.25, 53.5]"
2875,58749,1,70.0,1.9,4.0,0.8,1.8,2,62.0,U,U,48.81864215,38900.0,33047.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
2876,58753,0,,3.0,6.0,1.2,2.4,1,69.0,M,U,48.24958623,33400.0,33920.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
2877,58777,0,,3.25,8.5,1.2,3.2,2,69.0,F,U,49.927039,43500.0,47500.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
2878,58786,1,100.0,3.15,7.75,1.2,1.0,1,70.0,F,U,53.30734328,42300.0,41861.0,False,False,False,"(69, 86]","(69.75, 86]"
2879,58808,1,50.0,3.15,4.0,1.0,1.2,3,83.0,F,U,49.51177183,57500.0,44605.0,False,False,False,"(69, 86]","(69.75, 86]"
2880,58835,0,,3.25,7.0,1.2,2.6,2,80.0,M,U,49.55477028,59500.0,44605.0,False,False,False,"(69, 86]","(69.75, 86]"
2881,58850,1,30.0,3.65,6.25,1.4,2.2,1,75.0,M,H,48.82467697,45900.0,39954.0,False,False,False,"(69, 86]","(69.75, 86]"
2882,58882,0,,3.75,8.75,1.2,3.2,2,67.0,F,U,56.5674984,36500.0,37109.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
2883,58883,1,25.0,4.15,7.5,1.4,2.8,2,59.1589722451,F,H,49.83008477,107200.0,63851.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
2884,58884,0,,3.0,6.75,1.2,2.8,1,79.0,F,U,47.89448322,39000.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
2885,58885,0,,3.0,7.75,1.2,3.2,2,65.0,F,H,49.29628378,31500.0,49219.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
2886,58934,1,50.0,2.9,3.75,1.0,1.2,4,59.1589722451,F,U,49.11817089,28200.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
2887,58969,0,,3.0,8.0,1.0,2.8,3,59.1589722451,M,U,50.7770032,63500.0,38742.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
2888,58973,0,,3.0,4.5,1.0,1.0,2,59.1589722451,F,U,49.34453871,27900.0,22065.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
2889,58988,0,,2.5,3.75,0.8,1.2,2,69.0,F,H,57.07460368,28100.0,23157.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
2890,58991,1,50.0,3.9,6.5,1.4,1.2,2,64.0,M,H,59.45094812,27700.0,22716.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
2891,59015,0,,2.75,7.25,0.8,0.8,1,35.0,M,H,53.12397875,58500.0,48556.0,False,False,False,"[21, 51]","(20.935, 37.25]"
2892,59070,1,50.0,3.65,8.75,1.4,1.2,3,47.0,M,H,54.00953763,37700.0,53513.4573612,False,False,True,"[21, 51]","(37.25, 53.5]"
2893,59178,0,,3.0,6.75,1.0,2.2,2,59.1589722451,U,U,49.34230825,42700.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
2894,59182,0,,3.25,8.25,1.2,1.2,3,59.1589722451,F,U,53.55055177,48300.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
2895,59225,1,50.0,3.9,8.75,1.4,3.4,1,59.1589722451,F,U,49.29177231,51900.0,62000.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
2896,59240,1,50.0,3.4,5.75,1.2,1.8,2,59.1589722451,F,U,50.01384778,139500.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
2897,59249,1,75.0,2.9,3.75,1.0,1.2,4,22.0,M,H,52.10518632,178100.0,105303.0,False,False,False,"[21, 51]","(20.935, 37.25]"
2898,59265,0,,3.25,8.25,1.2,3.0,3,46.0,F,H,52.49981434,158300.0,105303.0,False,False,False,"[21, 51]","(37.25, 53.5]"
2899,59285,1,50.0,2.9,5.5,1.0,0.8,3,46.0,F,U,51.68606346,52200.0,53513.4573612,False,False,True,"[21, 51]","(37.25, 53.5]"
2900,59290,0,,2.75,3.75,1.0,1.4,2,38.0,F,H,60.56610102,100300.0,82313.0,False,False,False,"[21, 51]","(37.25, 53.5]"
2901,59292,0,,5.5,10.5,1.8,3.6,4,35.0,M,H,51.87786271,153100.0,82313.0,False,False,False,"[21, 51]","(20.935, 37.25]"
2902,59296,0,,2.5,6.25,0.8,2.2,4,29.0,M,U,51.50874737,96900.0,62244.0,False,False,False,"[21, 51]","(20.935, 37.25]"
2903,59304,0,,3.25,8.0,1.2,1.2,2,44.0,M,H,54.99495399,153100.0,82313.0,False,False,False,"[21, 51]","(37.25, 53.5]"
2904,59318,0,,2.75,4.25,1.0,1.0,3,76.0,F,H,63.16580288,33400.0,47836.0,False,False,False,"(69, 86]","(69.75, 86]"
2905,59370,0,,2.5,7.5,0.8,0.8,3,55.0,F,H,54.82492479,65900.0,53015.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
2906,59409,0,,3.5,8.5,1.2,3.4,3,69.0,F,U,49.854895,122800.0,53513.4573612,False,False,True,"(59.159, 69]","(53.5, 69.75]"
2907,59462,0,,3.25,7.75,1.0,1.0,3,59.1589722451,F,U,53.15477203,52800.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
2908,59468,0,,3.5,8.75,1.2,1.2,4,59.1589722451,M,U,54.96391456,43100.0,54741.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
2909,59518,1,40.0,1.9,6.0,1.0,2.6,1,66.0,F,H,50.04123013,69600.0,65435.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
2910,59561,1,45.0,3.4,7.5,1.4,2.8,2,36.0,M,H,49.85141245,43800.0,42359.0,False,False,False,"[21, 51]","(20.935, 37.25]"
2911,59571,0,,3.25,7.0,1.2,2.6,2,59.1589722451,M,U,58.50245369,55100.0,73684.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
2912,59572,0,,3.0,4.25,0.8,1.2,3,47.0,F,U,49.89036473,84100.0,55043.0,False,False,False,"[21, 51]","(37.25, 53.5]"
2913,59581,0,,2.25,7.25,0.8,0.8,3,73.0,F,H,54.76005159,53200.0,55043.0,False,False,False,"(69, 86]","(69.75, 86]"
2914,59588,1,15.0,1.65,4.0,0.8,1.8,1,77.0,M,H,48.86922068,42100.0,45642.0,False,False,False,"(69, 86]","(69.75, 86]"
2915,59598,1,75.0,2.9,6.25,1.0,0.8,2,59.1589722451,M,U,59.78930002,52100.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
2916,59600,0,,2.75,6.5,0.8,2.0,1,64.0,M,U,49.7023282,48700.0,44830.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
2917,59610,1,75.0,2.9,5.75,1.0,1.8,3,74.0,F,U,50.65953553,119900.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
2918,59622,0,,3.5,7.75,1.2,2.6,2,71.0,M,H,50.17336998,46100.0,61366.0,False,False,False,"(69, 86]","(69.75, 86]"
2919,59645,1,20.0,3.4,8.25,1.4,3.4,1,58.0,F,H,49.58376785,66600.0,66481.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
2920,59680,0,,3.25,8.25,1.2,3.2,2,59.1589722451,F,H,50.19790455,73900.0,65147.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
2921,59681,0,,2.25,5.25,0.8,0.8,3,43.0,M,U,52.71298231,62000.0,65147.0,False,False,False,"[21, 51]","(37.25, 53.5]"
2922,59695,0,,2.5,7.75,1.0,1.0,3,59.1589722451,F,H,54.67028393,43700.0,46960.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
2923,59697,0,,1.5,4.5,0.4,1.4,3,85.0,F,U,50.64064006,44400.0,46960.0,False,False,False,"(69, 86]","(69.75, 86]"
2924,59699,0,,2.5,3.5,0.8,1.2,4,59.1589722451,F,U,49.21543121,65000.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
2925,59703,0,,3.5,6.25,1.2,2.2,3,31.0,M,H,49.81391174,64500.0,52067.0,False,False,False,"[21, 51]","(20.935, 37.25]"
2926,59744,1,80.0,3.9,8.5,1.4,3.0,2,43.0,F,U,49.52592106,59500.0,53513.4573612,False,False,True,"[21, 51]","(37.25, 53.5]"
2927,59746,1,20.0,3.9,8.5,1.4,3.4,1,59.1589722451,F,U,48.18279462,53700.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
2928,59808,0,,3.0,8.5,1.0,3.2,1,59.1589722451,F,H,56.97359538,55700.0,52688.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
2929,59811,1,25.0,3.15,8.25,1.4,3.4,4,59.1589722451,F,U,50.11896403,36000.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
2930,59814,1,25.0,3.15,7.25,1.4,2.6,1,57.0,F,U,49.82797589,39200.0,46771.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
2931,59851,0,,3.5,8.75,1.2,3.2,1,65.0,U,H,49.32215589,31400.0,50263.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
2932,59880,0,,3.0,8.25,1.2,3.4,1,59.1589722451,U,U,48.41305977,40900.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
2933,59903,0,,3.5,8.25,1.2,3.0,3,48.0,U,H,50.80925384,121600.0,32793.0,False,False,False,"[21, 51]","(37.25, 53.5]"
2934,59906,1,40.0,3.4,7.25,1.2,2.6,1,67.0,F,H,49.78085001,79600.0,56604.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
2935,59911,0,,3.0,8.25,1.0,3.2,2,27.0,F,U,49.02549933,41700.0,53513.4573612,False,False,True,"[21, 51]","(20.935, 37.25]"
2936,59927,0,,3.5,9.0,1.2,3.4,1,67.0,F,H,49.02710693,34200.0,35122.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
2937,59937,0,,3.0,7.5,1.0,2.4,2,84.0,U,U,50.10474523,26700.0,35122.0,False,False,False,"(69, 86]","(69.75, 86]"
2938,59984,1,85.0,3.15,6.75,1.2,1.0,3,81.0,F,H,54.12503892,110100.0,63697.0,False,False,False,"(69, 86]","(69.75, 86]"
2939,59994,0,,3.25,5.5,1.0,1.6,1,66.0,M,H,49.70518596,92100.0,63697.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
2940,60005,0,,3.25,8.5,1.2,3.2,1,86.0,F,H,49.25752365,39700.0,36291.0,False,False,False,"(69, 86]","(69.75, 86]"
2941,60071,0,,2.5,3.75,0.8,1.2,2,59.0,F,H,57.97726254,84000.0,46893.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
2942,60090,0,,3.25,8.25,1.2,3.4,3,59.1589722451,M,U,49.34544231,69900.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
2943,60098,1,125.0,2.9,6.5,1.4,3.2,3,56.0,M,H,49.45915498,78900.0,46893.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
2944,60104,1,25.0,3.9,8.5,1.4,3.2,2,59.1589722451,F,U,49.43031368,89100.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
2945,60127,0,,3.0,5.0,1.2,2.0,4,74.0,M,U,50.11456336,58300.0,71148.0,False,False,False,"(69, 86]","(69.75, 86]"
2946,60169,0,,1.75,4.5,0.6,1.6,4,58.0,M,U,50.56248002,33300.0,47663.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
2947,60172,0,,2.5,6.0,0.8,2.0,4,59.0,M,H,50.90790142,46700.0,47663.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
2948,60184,0,,1.75,5.0,0.6,1.8,1,79.0,F,U,48.64759191,33300.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
2949,60195,1,125.0,2.9,5.5,1.0,1.8,4,42.0,F,U,50.31850836,68400.0,53513.4573612,False,False,True,"[21, 51]","(37.25, 53.5]"
2950,60252,1,75.0,3.65,8.5,1.4,3.2,4,59.1589722451,M,H,51.06186438,67300.0,42546.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
2951,60265,1,25.0,2.4,5.0,0.8,1.6,1,59.0,F,U,48.61445817,22500.0,53513.4573612,False,False,True,"(51, 59.159]","(53.5, 69.75]"
2952,60271,0,,3.0,4.25,1.0,1.4,2,29.0,M,H,57.48092707,57300.0,45840.0,False,False,False,"[21, 51]","(20.935, 37.25]"
2953,60313,1,50.0,3.4,8.25,1.4,3.4,4,53.0,M,H,50.54309405,48000.0,45840.0,False,False,False,"(51, 59.159]","(37.25, 53.5]"
2954,60360,1,65.0,3.4,7.75,1.4,3.4,3,67.0,F,H,49.92151438,86300.0,47879.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
2955,60372,0,,3.5,8.25,0.8,2.4,2,80.0,F,U,50.71002532,75100.0,47879.0,False,False,False,"(69, 86]","(69.75, 86]"
2956,60392,0,,3.25,7.5,1.2,3.0,2,55.0,M,H,49.50957221,68800.0,51568.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
2957,60410,0,,3.25,8.75,1.2,3.4,3,59.1589722451,M,H,50.97784003,93300.0,60349.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
2958,60423,0,,2.25,6.75,0.6,2.2,1,59.1589722451,U,U,50.38437751,69700.0,60349.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
2959,60464,0,,2.5,6.0,0.8,2.0,2,59.1589722451,F,U,59.01717988,73500.0,61541.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
2960,60476,0,,3.0,7.25,1.0,2.4,1,48.0,F,H,49.81808417,37900.0,61541.0,False,False,False,"[21, 51]","(37.25, 53.5]"
2961,60477,1,100.0,3.15,4.0,1.0,1.2,4,73.0,M,U,50.06100194,61400.0,46893.0,False,False,False,"(69, 86]","(69.75, 86]"
2962,60490,1,300.0,3.65,6.5,1.4,1.2,2,45.0,F,H,59.69288896,87400.0,64942.0,False,False,False,"[21, 51]","(37.25, 53.5]"
2963,60506,0,,3.25,7.5,1.2,1.2,4,59.1589722451,U,H,55.28706811,162100.0,68517.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
2964,60507,0,,3.75,8.75,1.2,3.2,3,66.0,F,H,63.54018625,271500.0,68517.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
2965,60512,1,125.0,4.15,9.25,1.4,1.2,2,69.0,U,U,63.13659336,105500.0,53513.4573612,False,False,True,"(59.159, 69]","(53.5, 69.75]"
2966,60526,1,30.0,3.65,7.0,1.4,2.6,1,52.0,M,H,48.76326982,34700.0,40444.0,False,False,False,"(51, 59.159]","(37.25, 53.5]"
2967,60555,0,,2.75,7.5,1.0,1.0,4,59.1589722451,F,U,54.51931455,103300.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
2968,60563,0,,3.25,7.5,0.8,0.8,2,79.0,F,H,54.03301801,105000.0,71503.0,False,False,False,"(69, 86]","(69.75, 86]"
2969,60571,1,75.0,3.65,6.0,1.4,2.4,3,59.1589722451,M,U,48.7953548,69600.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
