ID,Suc_flag,ARPU,PromCnt12,PromCnt36,PromCntMsg12,PromCntMsg36,Class,Age,Gender,HomeOwner,AvgARPU,AvgHomeValue,AvgIncome
25989,0,,3.5,5.5,1.2,2,2,35,M,H,57.27689263,99200,80664
26009,1,75,3.65,8,1.4,2.8,2,33,F,U,49.99873044,89900,
26045,1,70,3.4,6.25,1.4,2.4,3,49,F,H,50.0548815,58300,56510
26169,1,60,2.65,6,1,2.2,2,,F,H,49.81364294,103400,
26220,1,55,4.15,8.25,1.4,2.8,3,45,F,H,50.93998711,62900,81378
26221,0,,2.5,5.75,0.8,1.8,4,26,F,H,52.13084049,109000,81378
26223,0,,2.25,7.25,0.8,0.8,4,,F,U,54.85116635,88100,
26254,1,50,3.9,6.75,1.4,2.4,1,29,F,H,49.37583618,99800,50948
26256,0,,3,6.75,1.2,2.6,2,70,M,H,49.77471361,68600,50948
26271,1,80,3.4,8,1.2,1,3,60,F,H,54.81893285,87800,50948
26289,1,50,3.9,9,1.4,3.4,2,51,F,H,50.67680348,117300,57919
26328,0,,3.5,7,1.2,2.4,3,62,F,H,50.67469863,85900,65894
26346,1,50,3.65,7.5,1.4,3,2,65,F,H,50.68778979,171700,59717
26358,0,,2.25,5,0.8,1.8,2,73,F,H,50.13759856,88400,59717
26378,1,500,3.15,5.5,1.4,2.2,3,60,U,U,72.20059816,115300,
26406,1,50,3.4,7.25,1.2,2.4,2,39,M,H,51.23580069,109800,75823
26410,1,140,3.65,7.25,1.4,2.6,2,75,F,H,59.02082132,82100,58698
26467,0,,3.75,8.75,1.2,3.2,1,,M,U,49.43617465,139500,
26475,0,,2.5,7.25,1,1,4,59,F,H,55.08374647,93000,46471
26534,0,,3.25,7.75,1.2,2.8,3,54,F,H,50.35278262,49700,42491
26578,0,,3,7.5,1,1,2,,M,U,53.01203231,81300,
26579,1,50,3.65,8.5,1.4,3.4,2,54,F,H,50.09899002,85800,57487
26587,0,,2.75,4,1,1,2,,F,U,57.87948778,74400,
26607,0,,3.5,8,1.2,3,4,,M,U,50.86804987,85200,50675
26611,0,,2.5,3.5,0.8,1.2,4,,U,U,49.11584927,55400,
26612,0,,2.5,3.75,0.8,1.2,4,85,F,H,50.16496562,73000,42801
26613,0,,3,4.25,1,1,2,83,F,H,58.251125,57900,42801
26629,0,,3.5,8.75,1.2,3.2,1,53,M,U,48.92178239,58700,
26645,1,75,3.65,8.5,1.4,3.2,2,48,F,H,50.20638433,68100,49277
26653,0,,2,4.75,1,2.8,4,,F,U,48.89422237,53800,49277
26665,1,150,2.65,5,1.2,2.8,2,,M,U,47.366394,67000,
26669,1,5,3.9,5.25,1.4,2,1,,F,U,47.24100192,47700,
26680,1,75,3.15,7.75,1.4,3,3,41,F,H,50.83499226,79400,37290
26697,0,,3,6.5,1,2,3,37,U,H,51.21175781,77300,67259
26712,0,,3.25,6,1.2,2.2,1,49,M,H,49.80661552,114900,80445
26766,1,45,3.15,7.75,1.4,3.2,1,54,M,H,49.56774348,70600,50673
26825,0,,3,8,1.2,3,4,75,F,H,51.68243223,87100,61496
26858,1,75,3.65,8.25,1.2,2.8,3,54,M,H,51.29197014,87100,61496
26878,0,,3.5,8.25,1.2,3.2,1,,M,U,48.39433395,62700,
26887,1,150,2.9,2.5,1,0.8,2,49,F,H,60.10721751,91400,67625
26924,1,300,3.65,7,1.4,1.2,2,68,M,H,63.81973213,116600,78798
26931,0,,3,7.75,1,2.8,1,62,F,U,51.50619208,200800,78798
26942,0,,3,8.25,1,3,3,,F,U,49.91929502,43000,
26946,1,150,2.9,4.25,1,1.4,2,27,F,H,61.24076874,167200,105806
26956,0,,2.75,7.25,1,2.6,3,,M,H,52.48836636,152800,105806
26965,0,,3.25,6.75,1.2,2.4,2,70,M,H,56.84533604,42800,40333
26979,0,,2,5.75,0.8,2.2,3,83,F,H,50.75219611,63900,61130
27002,0,,3,8,1,3,3,,F,H,50.25643156,47200,42504
27010,1,80,4.15,8,1.2,2.6,3,,U,H,50.84307182,95200,61232
27039,1,75,2.4,3.75,0.8,1.2,4,,F,U,49.77996019,56200,
27045,1,80,3.9,9,1.4,3.4,2,,F,U,49.26466307,57100,
27059,0,,3,8,1,3.2,2,,F,U,48.80845414,48200,
27082,1,50,3.4,6,1,1.8,3,50,M,U,49.8743085,79200,
27089,0,,1.75,4.25,0.6,1.4,2,35,M,H,59.19219082,91400,67245
27108,1,75,3.9,8.5,1.2,2.8,2,76,F,H,50.63018829,65600,67245
27137,1,50,4.15,8.5,1.2,3.2,3,83,F,U,49.41177845,99100,
27212,0,,3.25,7.25,1.2,2.6,4,,F,U,49.57074522,,
27217,1,75,3.65,6.75,1.4,2.6,2,,F,U,57.166115,50300,
27232,0,,3,4.25,1,1.4,2,36,M,H,58.08070238,85400,68509
27267,1,50,3.65,8,1.4,2.8,2,39,F,H,51.04981537,109400,62414
27280,1,15,3.65,7.5,1.4,2.8,1,,U,U,48.66686982,62400,
27310,1,75,2.9,5.5,1,1.8,3,76,M,H,50.73782883,86600,52074
27329,1,75,3.65,7.5,1.4,1.2,4,51,M,U,54.09148765,68400,52074
27332,0,,3.5,8.25,1,3,2,68,M,U,49.71392483,63400,52074
27338,1,35,3.65,8.5,1.4,3.2,1,,U,U,49.41284829,45600,43212
27341,0,,4,7.5,1.2,2.6,2,,M,U,59.38163375,97500,
27366,1,80,4.4,8,1.4,3,1,80,M,H,48.72329793,75600,53272
27387,1,50,3.4,8.5,1.4,3.4,4,46,F,H,51.98560626,120500,75693
27419,1,100,2.9,5.75,1,2,4,,M,U,50.50047819,44200,40529
27423,1,25,2.65,7,1,0.8,2,,F,U,53.15599811,44200,
27484,1,50,3.4,8,1.2,2.8,2,75,M,H,50.90805233,101000,54898
27498,0,,3.5,9,1.2,3.4,2,,F,U,49.26051382,56700,
27505,0,,2.5,3.5,1,1,2,,F,U,58.64049518,171400,
27525,0,,2.75,6.75,1,2.2,4,,F,H,52.70360836,171400,54943
27532,0,,3,8.5,1,1,2,71,M,H,64.72953711,71800,47599
27535,1,55,3.15,7.75,1.2,3,2,63,F,U,50.1791268,65700,54943
27566,1,150,3.15,6,1.2,2,4,,M,U,50.35111448,60100,
27589,0,,2.75,7,1,2.4,1,,F,U,50.21122135,88900,48660
27590,0,,3.25,8,1.2,3,2,,M,U,58.08708831,42900,36773
27597,1,45,3.65,8.25,1.2,2.8,1,39,M,H,50.65657042,99100,75867
27605,0,,3.75,7,1.2,2.4,2,47,F,H,50.14583851,99100,75867
27624,1,40,4.4,9.25,1.4,3.4,2,60,F,H,50.36905832,99100,75867
27634,1,25,2.4,6.25,1,2.6,1,,M,U,49.34844382,123600,
27657,0,,3.25,7.5,1.2,2.8,2,,F,U,58.84974309,215200,
27670,1,125,3.15,7.5,1.2,2.6,3,,M,H,51.57239148,89400,65894
27711,0,,3.5,8.25,1.2,3.2,4,,U,U,49.96008665,75500,
27714,1,45,3.65,7.75,1.2,2.6,1,59,M,H,50.72447215,145800,57467
27736,1,40,4.4,7.25,1.4,2.4,2,46,F,H,50.35829393,124500,75004
27740,0,,2.25,6.25,0.8,2.2,2,53,M,H,59.98155471,129000,75004
27768,0,,1.75,4.25,0.4,0.4,1,79,M,H,52.29536904,123800,75004
27781,0,,2.5,6.5,0.8,2.2,3,31,U,U,50.44105432,94200,
27798,1,50,3.9,8.25,1.4,3,3,54,F,H,50.90776661,93500,61470
27824,0,,2.75,7.75,1,3,1,34,F,H,50.13050106,99300,60862
27835,0,,3.25,7.75,1.2,3,2,,F,U,60.65556281,54400,53387
27846,1,1000,3.65,8,1.4,3,2,,U,U,60.04387159,114900,
27854,1,25,3.65,8,1.4,2.8,1,66,F,U,49.2928629,67900,
27890,1,50,3.65,8.25,1.4,1.2,2,49,F,U,54.49414671,92900,70488
27921,1,70,3.4,8,1.4,3,3,,F,H,51.71609152,106700,84144
27928,1,60,4.15,9.25,1.4,3.4,4,79,M,H,51.29896538,102500,47599
27933,1,50,3.9,8,1.4,3,3,,M,U,49.92425029,106700,
27944,1,165,3.65,7.75,1.4,2.8,4,47,F,U,50.44966771,68700,
27968,1,25,3.9,8.25,1.4,3.4,1,,F,U,51.49827781,307700,70971
27987,1,75,3.65,8,1.4,3,3,47,M,H,51.17121087,100300,72766
28003,1,75,2.9,6.75,1,0.8,2,,F,U,53.82262823,167100,
28008,0,,3.75,8.5,1.2,1.2,2,53,M,H,63.95222058,98300,50948
28040,1,55,3.9,8.5,1.4,3.2,2,68,M,H,50.21385977,86600,59522
28061,1,25,3.4,7.75,1.2,3,1,38,F,H,49.74184272,94800,59522
28072,0,,3.75,6.5,1.2,1.2,3,63,F,H,51.14330319,21600,37392
28082,1,100,2.9,4.25,1,1.4,4,,U,U,50.0946007,106300,
28093,0,,3.25,8.75,1.2,3.4,4,,M,H,51.01985664,77900,40062
28107,0,,2,4.5,0.6,1.4,4,,F,U,51.63032601,89600,77439
28124,0,,2.5,4.25,0.8,1.4,2,47,M,U,59.60367024,56000,
28146,0,,3.25,8,1.2,2.8,2,,U,H,54.33299585,333300,133051
28147,0,,3.25,7.25,0.8,0.8,3,78,M,H,59.20418745,504200,133051
28150,0,,2.75,7.25,1,1,2,17,F,U,65.14546036,344300,133051
28154,0,,2.75,5.5,0.8,1.8,4,51,M,H,56.79782036,549800,133051
28210,0,,2.5,7,1,2.4,3,,M,U,50.27046175,35100,
28237,0,,3.25,8.5,1.2,3.2,2,71,F,H,49.29870432,19400,19680
28281,0,,3.25,8.5,1.2,3.2,4,59,F,H,51.35794111,88000,48528
28286,0,,3,6.25,1,1,2,51,F,H,51.77162525,56800,32066
28292,0,,3,8.5,1.2,3.4,4,45,U,U,50.61389436,87500,
28337,1,100,3.4,7.5,1.4,2.8,3,69,M,H,51.21408258,86000,75247
28339,1,55,3.65,8.25,1.4,3.4,3,,F,U,50.85265652,215200,
28340,1,50,3.4,8.5,1.4,3.4,1,53,F,U,50.34641818,121600,59691
28381,1,75,3.65,6.5,1.4,2.4,2,,M,U,49.82644139,160200,
28382,0,,3,8,1,3,1,48,M,H,51.90966081,215200,106172
28392,0,,2.5,4.25,0.8,1.4,2,43,F,H,64.39955992,519200,174957
28406,1,95,3.9,7.75,1.4,2.8,3,63,M,H,55.69243153,422000,174957
28438,0,,3.25,8.25,1.2,3.2,1,45,F,H,53.0617833,361500,91488
28461,0,,3,7.75,1.2,1.2,1,87,F,U,53.91400637,135900,48183
28514,1,105,1.9,5,0.6,0.4,2,49,F,H,55.27246458,215900,101983
28533,0,,2.75,4,0.8,1.2,4,,F,H,50.24191,80100,45932
28550,1,75,3.4,6.75,1,0.8,3,45,F,H,53.37704841,80300,45932
28565,1,35,3.65,6.5,1.4,2.4,1,,F,U,49.14454898,74500,50350
28596,0,,3,7.75,1.2,3,3,74,M,H,52.16686557,170900,89239
28600,0,,2.75,6.75,1,1,4,,F,H,55.51850726,164900,89239
28610,0,,2.5,5.75,1,2.2,4,,F,U,49.99086001,60400,
28621,1,125,3.65,8.5,1.4,3.4,4,83,F,H,50.32622765,55000,27443
28623,0,,3.5,8.25,1.2,1.2,1,45,F,H,60.41361984,63100,37038
28650,0,,3.5,8.5,1.2,3,2,65,F,H,51.33459204,142400,69762
28668,0,,3,6,0.8,2,4,58,F,H,50.55914342,80800,43621
28681,1,175,2.9,7.25,1.2,1,3,50,M,H,54.53205992,89600,43621
28713,1,105,3.4,8.25,1.4,3.2,4,49,F,U,53.25378088,330600,
28717,0,,3.75,9.25,1.2,3.4,2,71,F,H,53.04939079,332700,70971
28718,1,100,2.4,3.75,0.8,1.2,2,75,M,H,57.76752984,51200,29184
28778,0,,3.25,7.75,1.2,2.8,2,68,F,U,49.53077463,29900,32273
28786,1,50,3.9,8,1.4,3.4,2,,F,U,47.95562477,40600,
28796,1,50,3.65,8,1.2,2.6,2,,M,H,50.07379286,44800,30619
28798,0,,3.25,8.75,1.2,3.4,2,65,M,U,56.9153774,34300,
28826,0,,3.25,7,1.2,2.6,2,,F,U,49.03944095,68300,
28849,0,,3.5,7.5,1.2,1.2,3,39,M,U,63.90280399,63500,34324
28874,1,105,3.65,6,1.4,2.2,2,61,M,U,56.87743803,92800,37701
28890,1,75,3.65,8.25,1.4,3.4,2,52,M,U,48.71633584,55300,
28898,0,,3,4.25,1,1.4,2,35,F,U,57.2745181,97500,
28941,0,,1.75,4.5,0.6,0.6,3,,F,U,51.69364741,56800,
28946,0,,2.5,3.75,0.8,1.2,2,57,M,H,57.49668427,50700,36955
28960,1,50,3.65,5.25,1.4,2,3,,F,H,49.51548847,71700,54888
28976,0,,2.5,5.5,0.8,2,4,51,M,H,51.09938897,89000,71314
29010,1,120,3.15,4,1,1.2,2,47,M,U,57.02808408,77500,55191
29019,0,,3.5,8.75,1.2,3.4,3,,F,U,49.97328553,51100,42477
29027,1,40,3.15,7,1.4,3,1,,F,H,48.87089657,57100,42875
29047,1,50,3.4,7.25,1.4,2.6,4,,F,U,51.45104653,82500,51528
29092,0,,3.5,8.5,1.2,3.4,1,,F,U,48.33527947,68400,
29103,1,55,3.65,8.25,1.4,3,1,69,F,U,49.72595359,71800,37561
29105,1,55,3.4,7.25,1.2,2.6,1,,M,U,49.43266288,71000,37561
29109,0,,2.5,4.25,0.8,1.4,2,,F,U,59.87959521,82600,
29111,0,,3.5,6.75,1.2,2.4,1,,F,U,48.26492406,59500,
29129,0,,3,6,0.8,2,3,,M,U,49.99007984,80400,37205
29130,1,50,3.65,7.5,1.4,2.8,2,30,M,H,49.82520519,66400,47000
29141,1,100,3.65,8.25,1.4,3,3,50,M,H,50.52953195,52300,41277
29166,0,,3.25,7.5,1.2,2.8,2,,M,U,49.93258164,82600,42539
29185,0,,3.25,8.25,1.2,3.4,4,,F,U,49.59592992,48000,
29215,1,190,4.4,8.75,1.4,3.4,2,77,F,U,56.04109721,92000,
29236,0,,2.25,5,0.8,0.8,4,,F,U,52.33138738,92000,
29331,0,,2.25,7,0.8,2.6,1,77,M,U,49.92657724,67800,46126
29342,1,50,3.4,8,1.4,3.2,2,,F,U,49.22569814,61800,
29345,1,85,3.65,8.25,1.4,3,2,47,F,H,50.30201306,61800,52424
29348,1,25,2.65,6.5,1,2.2,1,,M,U,50.08164116,59800,46250
29364,0,,2.75,6.75,0.8,2.6,2,,U,U,59.16508333,54400,38166
29373,1,100,3.9,9,1.4,3.4,4,43,F,H,51.36711801,86000,62307
29389,0,,2.75,5.5,0.8,0.8,2,,F,H,51.67364053,65500,47871
29401,1,75,2.9,6.75,1,0.8,3,63,M,H,53.6713734,47100,45285
29434,0,,3.5,3.5,1.2,1.2,2,52,F,U,56.73774911,41200,
29441,0,,2.75,7.25,1.2,1.2,4,65,F,H,54.07940569,47200,40661
29452,0,,2.5,3.75,0.8,1.2,4,62,M,H,51.16599867,160400,49744
29501,1,105,3.9,8.5,1.4,3.2,2,70,U,U,56.9494294,51000,40005
29505,0,,3.25,7.25,1.2,2.6,2,,M,U,56.72994709,45500,
29509,0,,3.75,6.5,1.2,2.2,2,,M,U,48.33265802,39800,
29514,0,,3.25,8.5,1.2,3.4,2,53,F,H,49.50840371,55400,37248
29526,1,50,3.65,7.25,1.4,2.6,2,57,F,H,49.0625088,43100,
29539,0,,2.75,7.25,1,2.4,2,,F,U,50.75620579,66000,50160
29549,0,,4,9.5,1.2,3.4,1,43,F,H,56.63692046,53900,50160
29569,0,,3,6.75,1.2,2.8,1,73,M,H,48.4886885,48700,36294
29587,1,40,2.65,5.75,1,2,1,61,F,H,49.40212521,50800,36294
29589,1,40,3.65,8.5,1.4,3.2,2,49,M,U,49.29972682,45300,
29610,1,25,3.15,7.75,1.2,3,1,,M,U,49.15454116,38700,35321
29611,0,,2.25,7.5,0.8,2.8,1,,F,U,49.14607652,37000,
29637,0,,2.5,3.75,0.8,1.4,2,53,M,U,58.78175935,168100,71509
29657,0,,4,8.75,1.2,3,2,,M,U,50.42983564,82000,75999
29658,0,,2.75,8,1,3,2,53,M,U,51.32254786,120900,75999
29669,0,,2.75,6,0.8,2,4,40,M,U,53.86009609,425000,
29685,0,,3,8,1,2.8,2,,F,U,50.36062426,67500,40197
29718,0,,2.25,5,0.6,0.6,3,23,F,H,52.29241305,66400,42483
29722,0,,3.25,8.75,1.2,3.4,3,43,F,H,50.44027194,64900,42483
29724,1,25,3.4,7.5,1.2,2.8,1,61,F,H,49.19366569,52900,42483
29777,1,50,3.4,5.5,1.4,2.2,3,71,F,H,49.44757281,72400,34244
29785,1,75,2.9,6.25,1,0.8,4,72,F,H,53.46520618,50500,34244
29816,0,,3,6.25,1.2,2.6,4,,M,U,49.48584942,70300,
29852,1,85,2.65,6.5,1,0.8,3,39,M,H,53.71451464,59300,36263
29868,1,125,3.15,4,1.2,1,2,38,F,H,58.78117529,80300,61802
29875,1,100,2.15,4.25,0.8,1.4,2,38,M,U,59.70839835,148300,61802
29903,0,,1.25,3.25,0.4,1.2,1,61,M,H,51.53304781,237700,86560
29988,1,125,3.4,4.25,1.2,1.4,2,,M,U,59.41065458,35100,29054
30018,0,,3.25,6.5,1,1,4,73,F,H,52.86099483,63600,39625
30028,1,5,3.65,8.25,1.4,1.2,2,86,F,U,62.56648086,62900,39625
30029,1,70,3.65,8.25,1.4,3.2,2,67,F,H,49.75434405,64600,39625
30030,0,,2.25,4,0.6,1.2,4,,F,U,49.52387669,35300,
30047,1,50,3.9,8.75,1.4,3.2,1,45,F,U,48.76514829,43600,
30051,1,50,3.65,7.5,1.4,2.6,2,52,F,U,49.2722928,35900,
30068,1,60,3.4,7,1.4,2.6,2,47,F,U,49.2490924,57300,
30085,0,,2,4.5,0.6,1.4,2,,F,U,57.8857104,57400,
30088,0,,2.75,7.25,1,2.8,2,58,F,U,49.98902181,68900,50751
30104,1,75,3.4,7.75,1.4,3.2,2,45,M,H,49.17537557,36400,36591
30117,1,80,2.65,6.25,1,2.2,4,26,M,U,51.42576854,67900,54456
30154,0,,3.25,6.5,1,2.2,3,78,M,U,49.82064305,101400,
30185,1,150,2.9,7.25,1,0.8,3,33,F,U,54.53973982,74800,46174
30244,0,,3.25,8.5,1.2,3.2,4,75,F,H,51.10818165,56300,54342
30255,0,,3.25,8.5,1.2,3.4,3,84,M,H,50.07227422,41300,54342
30259,0,,3.25,7.75,1.2,2.8,1,70,M,H,56.89892301,57400,54342
30275,0,,2.5,5.75,0.8,2,4,35,F,H,50.81655508,73500,41422
30316,0,,2.75,4.5,1,1,3,,F,U,65.64339462,77300,
30366,1,30,4.15,8.5,1.4,2.8,1,61,M,H,50.72907854,142900,54178
30375,0,,3,4.25,1.2,1.8,4,,M,U,48.80504157,30700,29054
30384,0,,1.75,6.75,0.8,2.8,1,59,M,H,49.40168912,43400,29054
30414,0,,2.25,7,0.8,2.4,4,74,M,H,52.58508542,115600,70174
30433,1,75,3.9,8.75,1.4,3.4,2,75,F,H,57.44950212,82100,70174
30443,0,,3.25,7.25,1.2,2.8,3,77,M,H,60.82680466,60500,50021
30450,1,250,4.15,8.25,1.4,3,3,73,F,H,64.30607811,115600,70174
30457,0,,2.75,4.25,1,1,2,34,M,H,61.16757086,70800,47991
30472,0,,3.25,5,1,1.6,2,,F,U,48.21550548,40800,
30551,0,,2.5,4.25,0.8,1.4,2,56,M,U,59.84225198,79000,
30629,1,85,2.65,5.25,1,1.8,3,83,F,H,50.42044783,68000,40035
30640,1,75,3.4,7,1.4,2.8,3,64,F,H,49.92665142,62900,40035
30745,1,125,3.65,7,1.4,2.8,4,,F,U,50.30791622,71700,50041
30795,1,50,3.4,7.5,1.2,2.6,1,,M,U,48.80487684,32300,
30855,0,,2.5,4.25,0.8,1.4,2,40,F,H,59.05228537,133600,75881
30907,1,75,3.15,4,1,1.2,4,,M,U,49.61932509,80300,
30934,1,75,3.15,7,1.2,1,4,7,M,U,53.71005316,31600,37018
30963,0,,3,6.25,1,1,3,45,F,U,52.41883621,57300,44152
30976,1,80,3.9,8.25,1.4,3,3,,F,H,50.41341545,68300,44341
30981,0,,2.75,5.25,1,1.8,2,73,M,H,49.62274589,67300,44341
30988,1,50,2.9,7,1,0.8,3,43,F,U,53.59516204,71700,
31007,0,,3,8,1,2.8,2,79,F,H,50.57701534,78600,47642
31045,0,,3.5,8.5,1.2,3.4,4,37,F,H,50.39543315,64800,48863
31094,1,25,3.65,8,1.4,3,1,69,F,H,49.01565024,40500,30123
31108,0,,2.5,5.75,0.8,2,2,68,F,H,57.92528267,42900,25510
31127,0,,4.25,8.5,1.2,2.8,2,41,M,H,57.44872357,55500,30347
31156,0,,2.5,5.75,0.8,0.8,4,51,F,H,53.62203051,96500,52524
31166,0,,3,6.75,1.2,1.2,2,,M,H,52.40413434,48300,52524
31183,1,90,3.65,8,1.2,2.6,2,54,M,H,50.3100264,62100,34794
31202,0,,3.25,6.25,1.2,2.4,1,,F,H,48.79041606,70000,48660
31206,0,,2.75,7.5,1,2.6,2,43,F,H,50.15552544,42800,32377
31217,0,,3.25,8.25,1.2,3,1,,F,H,49.54031134,60700,32377
31239,1,50,2.65,6.75,1,2.4,3,,F,H,50.63333715,47500,34643
31262,0,,2.5,5.5,0.8,1.8,3,43,F,U,49.55870059,41200,
31313,0,,3.25,6.75,1.2,1.2,4,31,M,H,53.10642363,58000,50326
31339,0,,3.25,8.25,1.2,3.2,2,48,F,U,56.59922541,46100,
31343,0,,2.25,6.5,0.8,0.8,4,71,F,H,54.05001213,49000,33666
31365,0,,2.75,4,1,1.4,2,,F,U,56.68622969,37000,
31394,0,,3,7.75,1,1,1,79,M,U,53.02430131,51300,37990
31400,1,50,3.9,6.25,1.2,2,1,,F,U,48.28216915,65000,
31405,0,,2.5,6.75,0.6,2,2,,F,U,50.53101784,57500,39513
31425,1,80,3.65,8,1.4,1.2,1,58,M,U,52.5057781,67100,
31446,0,,2.75,5.25,1,1.8,4,50,M,U,49.71052673,41800,
31461,1,130,4.15,8.75,1.4,3.4,2,41,F,H,57.12117426,75200,63159
31463,0,,3.5,7.25,1.2,2.6,3,,F,U,61.50368154,41900,
31489,0,,2.25,7.25,0.8,0.8,2,,M,U,53.90507038,41200,36451
31491,0,,2,6,0.8,2.4,3,77,M,U,49.5671979,41200,
31496,0,,2.75,6,1,1,4,75,M,U,52.89241734,53100,44167
31555,0,,3.5,8,1.2,1.2,2,69,M,H,61.56955068,44800,26605
31616,1,250,3.65,7.5,1.4,2.8,1,47,F,H,49.1773199,55500,42797
31685,0,,3,8.25,1,3,1,71,F,H,49.82377185,54200,54679
31702,0,,2.5,5.75,0.8,1.8,2,63,F,H,50.29880993,67600,48490
31712,0,,3.5,8.75,1.2,3.2,1,,F,U,48.31288029,,
31735,1,95,2.9,5.5,1,1.8,3,,F,H,50.89621213,88100,62576
31746,1,30,3.4,8.5,1.2,3.2,2,69,M,H,50.32591463,57600,62576
31773,0,,3.25,4.75,1.2,1.8,3,62,M,H,49.32525392,75800,50000
31778,1,125,3.15,7.5,1,0.8,2,54,M,H,62.97211126,98600,50000
31852,1,130,3.15,8,1.4,1.2,4,49,F,H,55.64931506,98500,54217
31879,1,65,3.9,8.75,1.4,3.2,2,67,M,H,50.29074655,79000,50055
31887,1,20,3.65,6.5,1.4,2.4,3,,M,U,49.34458679,67700,
31893,1,100,2.9,4.25,1,1.4,2,,F,U,57.56764966,37500,40014
31911,1,25,4.15,8,1.4,2.8,1,,F,U,49.55692639,80000,57800
31916,0,,3.75,8.5,1.2,3.4,1,,U,U,48.26047856,92400,
31953,1,60,3.9,8.5,1.4,3.2,3,,M,U,51.28052737,121000,76594
31959,1,100,2.9,2.5,1,0.8,2,63,M,H,61.1021448,154800,92425
31977,1,140,4.15,8,1.4,2.8,2,70,F,H,59.12644916,151300,92425
32007,0,,3.25,8.25,1.2,3,1,,F,U,49.17571896,68000,
32040,1,100,3.9,8,1.4,2.8,2,69,M,U,49.62121558,39700,34337
32079,0,,1.75,4.25,0.6,1.4,4,,F,H,50.85182942,60300,39655
32096,1,80,2.9,5.75,1,2,4,52,M,H,50.27320054,35100,30758
32198,1,45,3.9,6.25,1.4,2.4,2,53,F,H,49.33210781,114600,43156
32210,0,,3,8.25,1,1,3,82,M,U,67.67398542,77100,
32224,0,,3,7.5,1,2.6,2,79,F,H,50.29162859,73000,43156
32230,0,,3.25,7.75,1.2,3.4,1,73,F,H,48.73996335,97200,46736
32241,0,,3.25,8.25,1.2,3.2,2,39,F,H,50.11452845,90000,46736
32282,0,,2.75,8,1.2,3.2,3,51,F,H,51.21766836,115300,46736
32288,1,50,3.65,7.75,1.4,2.6,2,61,F,H,50.72760987,87500,46736
32350,1,100,3.9,8,1.4,1.2,4,79,M,H,53.8660286,91300,
32359,1,15,3.4,8,1.2,3,1,66,M,H,49.8068263,92200,45366
32380,1,25,3.15,7,1.2,2.8,1,74,M,H,49.3098283,82500,46476
32390,0,,3,6.75,1.2,2.8,4,,M,U,49.60753422,66000,
32393,0,,2.75,6.5,1.2,2.6,2,71,M,H,49.81954454,83800,39762
32441,0,,3,7.5,1.2,3,1,69,M,H,49.20310434,68700,40426
32475,1,100,3.65,8.75,1.4,3.4,1,,M,U,57.01080683,81400,42391
32485,1,185,3.65,8.5,1.4,1.2,3,61,F,H,54.59824152,66300,42391
32511,0,,3.5,7.25,1.2,2.6,4,,U,H,50.68397039,73500,49601
32523,1,50,3.4,6.75,1.4,2.6,3,57,F,U,50.6354935,107300,49601
32527,1,15,3.65,7.75,1.4,3.2,1,59,F,U,48.31408139,78600,
32538,1,30,3.15,7.75,1.4,3.4,1,82,F,H,49.19822928,75200,49601
32552,1,100,3.4,8.25,1.4,3.2,2,59,F,H,50.81852286,122900,49601
32581,0,,3.5,8.5,1.2,3,1,79,F,U,48.92378471,47500,
32622,1,235,3.65,8,1.4,1.2,2,17,M,U,63.26758232,53300,
32669,0,,3.25,8,1.2,2.8,2,65,F,H,50.11476634,46700,41483
32709,1,75,3.65,3.25,1.4,1.2,4,41,F,H,49.03636968,55600,45725
32753,0,,3.75,9,1.2,3.2,2,77,M,H,49.74295643,44800,38750
32780,0,,3.75,8.5,1.2,1.2,2,68,F,H,60.99421572,29400,26487
32807,1,25,3.9,8,1.4,2.6,1,64,M,H,49.99399453,70000,44152
32812,0,,3.5,8.5,1.2,3.2,1,57,U,U,48.76905054,71400,
32838,0,,3,6,1.2,2.4,2,65,F,H,49.05432974,56300,40504
32841,0,,3.5,7,1.2,2.6,3,73,M,H,49.55850585,50400,40504
32843,1,75,2.9,6.5,1,0.8,4,38,M,H,53.87734029,54600,40504
32857,1,85,3.9,7,1.4,2.2,3,55,F,H,50.40115251,54000,40504
32880,1,50,3.65,8,1.4,2.8,3,57,F,H,50.9082864,69500,47318
32892,1,50,3.4,7.75,1.2,2.6,3,47,M,H,51.23691181,85200,47318
32905,0,,3.25,8.25,1.2,3.4,2,53,F,H,59.78499529,82000,51381
32911,0,,3,7,1,2.2,1,33,F,U,49.71964134,97700,
32914,0,,2.75,7.25,1.2,2.6,3,37,F,H,51.20074884,73400,51381
32934,0,,3.25,8,1.2,2.8,4,42,F,H,51.32133239,66200,45084
32950,1,25,2.9,7.5,1.2,3.2,1,55,F,H,49.00485855,46500,45084
32972,1,60,3.65,7.75,1.4,3,3,42,F,H,50.36178071,81400,48581
32975,1,125,2.4,6.75,1,0.8,3,38,M,H,53.88351666,64500,
32984,1,40,3.65,5,1,1.4,2,,M,U,47.91876436,,
33003,1,40,4.4,8.25,1.4,2.8,2,45,F,U,49.94774907,83100,51939
33035,0,,2.75,8.25,1.2,3.4,1,34,M,H,50.09295105,91600,61047
33064,0,,3.25,5,1.2,1.8,2,44,M,H,49.49007318,120100,42535
33069,1,100,2.9,5.75,1,0.8,4,29,F,H,53.10756467,60000,42535
33135,1,50,3.9,9,1.4,3.4,3,63,F,U,49.93215007,75400,
