ID,Suc_flag,ARPU,PromCnt12,PromCnt36,PromCntMsg12,PromCntMsg36,Class,Gender,Age,HomeOwner,AvgARPU,AvgHomeValue,AvgIncome,Age_empflag,AvgHomeValue_empflag,AvgIncome_empflag
182760,0,,2,3,1,1,2,F,49,U,50,52100,47969,FALSE,FALSE,FALSE
182840,0,,3,8,1,3,1,F,49,H,55,21900,49375,FALSE,FALSE,FALSE
183013,1,55,4,7,1,2,3,M,49,H,51,63300,38796,FALSE,FALSE,FALSE
183275,1,50,4,8,1,3,3,M,49,H,50,97200,47969,FALSE,FALSE,FALSE
183294,0,,3,8,1,3,3,M,49,H,48,30400,38796,FALSE,FALSE,FALSE
183593,0,,3,7,1,1,4,F,49,U,57,50100,53513.45736,FALSE,FALSE,TRUE
183924,0,,2,7,1,1,3,F,49,H,49,42100,38796,FALSE,FALSE,FALSE
184050,1,125,4,8,1,3,3,M,49,U,49,44400,39545,FALSE,FALSE,FALSE
184486,0,,3,8,1,1,2,M,49,H,50,64000,38699,FALSE,FALSE,FALSE
184492,1,45,4,9,1,3,2,F,49,H,49,57700,37627,FALSE,FALSE,FALSE
184691,0,,3,8,1,3,4,M,49,U,59,29500,53513.45736,FALSE,FALSE,TRUE
185070,0,,4,9,1,3,3,F,49,H,49,45200,48101,FALSE,FALSE,FALSE
185530,0,,2,2,1,1,2,F,49,U,57,82600,48101,FALSE,FALSE,FALSE
185663,1,20,4,8,1,3,1,F,49,H,49,52100,42920,FALSE,FALSE,FALSE
185815,1,35,6,10,1,3,1,M,49,H,54,107600,48101,FALSE,FALSE,FALSE
186197,0,,9,15,3,5,3,M,49,U,49,45200,48101,FALSE,FALSE,FALSE
186580,1,25,6,10,2,3,2,M,49,U,50,29700,39914,FALSE,FALSE,FALSE
186680,1,25,5,9,1,3,1,M,49,H,51,31300,31950,FALSE,FALSE,FALSE
186706,0,,4,10,1,1,4,F,49,U,57,61300,38699,FALSE,FALSE,FALSE
186925,1,75,7,12,2,4,3,M,49,U,50,36800,31950,FALSE,FALSE,FALSE
186965,1,65,5,9,1,3,3,U,49,H,50,48200,64940,FALSE,FALSE,FALSE
188401,0,,4,8,1,1,4,F,49,H,51,47600,40136,FALSE,FALSE,FALSE
188413,0,,5,9,2,3,1,M,49,U,50,43800,33333,FALSE,FALSE,FALSE
188727,0,,3,9,1,3,3,M,49,U,50,18400,31950,FALSE,FALSE,FALSE
189130,1,255,4,8,1,3,2,F,49,U,49,54900,43449,FALSE,FALSE,FALSE
189150,0,,3,8,1,3,2,F,49,U,49,87700,53513.45736,FALSE,FALSE,TRUE
190391,1,80,1,3,1,1,4,U,49,U,49,38900,33047,FALSE,FALSE,FALSE
190408,1,35,1,3,1,1,1,U,49,U,55,102500,53513.45736,FALSE,FALSE,TRUE
190626,1,50,3,8,1,3,2,F,49,H,51,47500,36250,FALSE,FALSE,FALSE
190679,0,,3,8,1,3,2,M,49,U,48,33400,33920,FALSE,FALSE,FALSE
190782,0,,2,4,1,1,4,F,49,H,50,38600,31336,FALSE,FALSE,FALSE
190799,1,20,3,7,1,3,1,F,49,U,50,43500,47500,FALSE,FALSE,FALSE
190891,0,,4,9,1,3,2,F,49,U,51,69400,53513.45736,FALSE,FALSE,TRUE
190902,0,,3,7,1,1,4,F,49,U,53,38600,31336,FALSE,FALSE,FALSE
71,1,80,7,10,2,4,1,F,48,U,51,41300,71303,FALSE,FALSE,FALSE
527,0,,6,12,2,4,1,M,48,U,48,40400,51091,FALSE,FALSE,FALSE
905,0,,4,8,1,1,3,M,48,U,50,65400,56679,FALSE,FALSE,FALSE
1329,0,,4,8,1,3,3,F,48,H,50,102600,74255,FALSE,FALSE,FALSE
2235,1,60,7,12,2,4,3,F,48,H,51,81300,59106,FALSE,FALSE,FALSE
3109,1,125,10,14,2,2,2,U,48,U,50,92800,53513.45736,FALSE,FALSE,TRUE
3691,1,100,7,8,1,1,2,F,48,H,51,50200,45235,FALSE,FALSE,FALSE
4017,1,75,4,8,1,1,3,F,48,U,48,49600,53513.45736,FALSE,FALSE,TRUE
4048,1,85,4,8,1,1,3,F,48,U,49,40400,53513.45736,FALSE,FALSE,TRUE
5003,0,,4,9,1,3,2,F,48,U,50,49200,45936,FALSE,FALSE,FALSE
5354,0,,8,13,1,1,3,M,48,H,50,30800,46808,FALSE,FALSE,FALSE
5613,1,60,8,13,1,3,2,F,48,H,56,503000,138188,FALSE,FALSE,FALSE
6669,0,,6,11,1,3,2,F,48,H,50,76600,43796,FALSE,FALSE,FALSE
7048,1,75,5,9,1,3,3,F,48,H,51,86600,45235,FALSE,FALSE,FALSE
7178,0,,4,9,1,1,3,F,48,H,49,36900,43112,FALSE,FALSE,FALSE
7541,0,,7,12,1,3,1,M,48,H,60,257600,138188,FALSE,FALSE,FALSE
8780,0,,4,8,1,1,4,F,48,U,50,77700,60456,FALSE,FALSE,FALSE
9165,0,,7,7,1,1,2,M,48,U,52,52600,53513.45736,FALSE,FALSE,TRUE
10491,1,25,3,8,1,3,1,M,48,H,53,166200,123516,FALSE,FALSE,FALSE
10606,1,25,4,8,1,3,2,M,48,U,51,78000,59924,FALSE,FALSE,FALSE
11254,1,125,8,13,2,3,2,U,48,U,51,165100,53513.45736,FALSE,FALSE,TRUE
11284,1,20,8,10,2,2,1,F,48,U,50,64300,59274,FALSE,FALSE,FALSE
11455,0,,3,6,1,1,3,M,48,H,50,54100,52559,FALSE,FALSE,FALSE
12415,0,,8,13,1,3,3,F,48,U,50,66800,64119,FALSE,FALSE,FALSE
12517,1,5,7,10,1,3,1,U,48,U,50,67100,52559,FALSE,FALSE,FALSE
12666,1,375,9,10,1,1,3,F,48,U,57,49900,52305,FALSE,FALSE,FALSE
13622,1,50,8,12,2,3,4,M,48,U,55,61800,53576,FALSE,FALSE,FALSE
13655,1,75,8,12,2,3,4,F,48,H,49,81400,60456,FALSE,FALSE,FALSE
13805,1,53.5,7,8,1,2,3,M,48,U,50,42100,52305,FALSE,FALSE,FALSE
14009,1,15,6,9,1,2,2,F,48,H,60,200300,105000,FALSE,FALSE,FALSE
14361,0,,6,11,1,3,2,U,48,U,54,49900,53513.45736,FALSE,FALSE,TRUE
15549,0,,3,7,1,3,4,M,48,H,50,39900,45576,FALSE,FALSE,FALSE
16480,0,,3,8,1,3,2,M,48,U,60,38000,53513.45736,FALSE,FALSE,TRUE
16863,1,250,4,8,1,3,4,M,48,H,57,38600,44421,FALSE,FALSE,FALSE
18262,0,,4,9,1,3,1,M,48,H,60,167300,105000,FALSE,FALSE,FALSE
18611,0,,3,8,1,3,1,M,48,H,57,72600,57274,FALSE,FALSE,FALSE
18817,0,,3,7,1,3,1,F,48,U,50,90500,63192,FALSE,FALSE,FALSE
18896,1,100,4,9,1,3,3,M,48,H,52,85600,76424,FALSE,FALSE,FALSE
20401,1,150,3,8,1,3,1,F,48,U,49,47200,53513.45736,FALSE,FALSE,TRUE
20801,0,,3,6,1,2,3,M,48,U,50,72500,54926,FALSE,FALSE,FALSE
21414,1,50,3,7,1,2,1,F,48,H,57,61900,63192,FALSE,FALSE,FALSE
21600,0,,3,8,1,1,1,M,48,H,51,66900,63192,FALSE,FALSE,FALSE
21757,1,100,4,9,1,3,4,U,48,U,49,68300,53513.45736,FALSE,FALSE,TRUE
21802,1,100,3,8,1,3,2,F,48,H,52,135500,76424,FALSE,FALSE,FALSE
22206,1,125,3,7,1,1,4,F,48,H,51,118600,76424,FALSE,FALSE,FALSE
22734,0,,3,7,1,1,1,M,48,H,58,108600,71115,FALSE,FALSE,FALSE
23263,1,150,4,9,1,3,2,F,48,U,50,75700,54926,FALSE,FALSE,FALSE
24030,1,100,4,8,1,1,3,M,48,U,49,103300,53513.45736,FALSE,FALSE,TRUE
24040,1,100,3,8,1,3,2,F,48,H,52,89800,76424,FALSE,FALSE,FALSE
24507,1,125,4,8,1,3,2,M,48,H,52,167800,80468,FALSE,FALSE,FALSE
24553,0,,3,7,1,2,2,F,48,H,51,105700,71115,FALSE,FALSE,FALSE
24663,1,80,4,9,1,3,3,M,48,U,51,72500,57372,FALSE,FALSE,FALSE
25574,0,,3,9,1,3,4,F,48,H,51,73200,95516,FALSE,FALSE,FALSE
26328,0,,4,7,1,2,3,M,48,H,53,164300,95516,FALSE,FALSE,FALSE
26346,1,50,4,8,1,3,2,M,48,H,62,103900,64451,FALSE,FALSE,FALSE
26931,0,,3,8,1,3,1,F,48,U,65,152700,53513.45736,FALSE,FALSE,TRUE
27535,1,55,3,8,1,3,2,M,48,H,51,104000,80468,FALSE,FALSE,FALSE
28072,0,,4,7,1,1,3,M,48,H,60,271200,89045,FALSE,FALSE,FALSE
28406,1,95,4,8,1,3,3,M,48,H,56,147800,65257,FALSE,FALSE,FALSE
28650,0,,4,9,1,3,2,M,48,H,66,195100,66579,FALSE,FALSE,FALSE
28798,0,,3,9,1,3,2,M,48,U,49,79100,53513.45736,FALSE,FALSE,TRUE
29401,1,75,3,7,1,1,3,F,48,H,58,78900,56996,FALSE,FALSE,FALSE
29441,0,,3,7,1,1,4,M,48,U,57,58900,64451,FALSE,FALSE,FALSE
29452,0,,3,4,1,1,4,F,48,U,50,67800,61227,FALSE,FALSE,FALSE
30640,1,75,3,7,1,3,3,F,48,U,48,38600,53513.45736,FALSE,FALSE,TRUE
31702,0,,3,6,1,2,2,F,48,H,61,133300,56996,FALSE,FALSE,FALSE
31773,0,,3,5,1,2,3,M,48,H,52,80600,95516,FALSE,FALSE,FALSE
31959,1,100,3,3,1,1,2,F,48,H,50,55400,56996,FALSE,FALSE,FALSE
32669,0,,3,8,1,3,2,M,48,H,49,54400,46639,FALSE,FALSE,FALSE
32807,1,25,4,8,1,3,1,M,48,U,53,38600,44559,FALSE,FALSE,FALSE
32838,0,,3,6,1,2,2,F,48,U,53,36900,45142,FALSE,FALSE,FALSE
33135,1,50,4,9,1,3,3,M,48,H,61,96400,82851,FALSE,FALSE,FALSE
33192,1,50,3,9,1,3,1,M,48,U,51,101800,53513.45736,FALSE,FALSE,TRUE
33460,1,125,3,7,1,3,4,M,48,H,49,42800,50030,FALSE,FALSE,FALSE
33512,1,95,4,5,1,2,4,M,48,U,52,147900,82851,FALSE,FALSE,FALSE
33615,1,75,4,8,1,1,4,F,48,H,50,40200,31019,FALSE,FALSE,FALSE
34591,1,115,4,9,1,3,2,F,48,U,54,92200,53513.45736,FALSE,FALSE,TRUE
34632,1,75,4,7,1,2,2,M,48,U,52,115100,69794,FALSE,FALSE,FALSE
34881,0,,3,7,1,3,3,F,48,H,50,28900,31019,FALSE,FALSE,FALSE
34909,1,100,3,7,1,3,3,U,48,U,55,99700,53513.45736,FALSE,FALSE,TRUE
35181,1,125,4,9,1,3,2,F,48,H,60,66600,55011,FALSE,FALSE,FALSE
36893,0,,3,8,1,3,4,F,48,H,50,70100,67860,FALSE,FALSE,FALSE
37117,0,,3,7,1,1,4,F,48,U,50,77200,67860,FALSE,FALSE,FALSE
37157,0,,3,7,1,2,4,M,48,H,51,37000,41225,FALSE,FALSE,FALSE
37318,0,,4,9,1,3,2,F,48,H,49,130400,67860,FALSE,FALSE,FALSE
37709,0,,3,7,1,2,4,U,48,H,51,57000,51305,FALSE,FALSE,FALSE
37762,1,150,4,5,1,2,4,F,48,U,49,64600,67860,FALSE,FALSE,FALSE
38280,0,,3,7,1,1,2,M,48,U,49,111400,53513.45736,FALSE,FALSE,TRUE
38392,1,100,3,6,1,1,2,M,48,H,69,113900,67860,FALSE,FALSE,FALSE
38539,1,65,3,8,1,3,1,M,48,H,50,61600,51305,FALSE,FALSE,FALSE
38664,1,150,3,4,1,1,3,M,48,H,49,68200,51305,FALSE,FALSE,FALSE
38677,0,,3,7,1,2,1,F,48,U,50,94000,66309,FALSE,FALSE,FALSE
38924,1,100,3,6,1,2,4,F,48,H,51,66100,56098,FALSE,FALSE,FALSE
39479,1,20,3,8,1,3,1,F,48,H,53,67900,50030,FALSE,FALSE,FALSE
39862,0,,3,4,1,1,3,M,48,H,60,81600,67860,FALSE,FALSE,FALSE
40605,1,25,3,7,1,2,1,F,48,U,48,59300,53513.45736,FALSE,FALSE,TRUE
40637,1,100,4,9,1,3,4,M,48,U,51,56100,53513.45736,FALSE,FALSE,TRUE
41065,1,75,3,6,1,2,4,M,48,H,54,87000,83609,FALSE,FALSE,FALSE
41396,0,,3,8,1,3,4,M,48,H,64,108900,66309,FALSE,FALSE,FALSE
41731,0,,3,6,1,2,3,M,48,H,53,85300,51806,FALSE,FALSE,FALSE
42279,1,25,3,8,1,3,1,F,48,U,49,43900,53513.45736,FALSE,FALSE,TRUE
42399,0,,3,4,1,1,2,M,48,U,50,43400,50898,FALSE,FALSE,FALSE
42856,0,,3,6,1,2,2,F,48,U,52,44400,53513.45736,FALSE,FALSE,TRUE
43397,0,,3,7,1,3,2,F,48,U,51,92700,72352,FALSE,FALSE,FALSE
43884,1,25,3,7,1,3,1,F,48,H,54,54700,50956,FALSE,FALSE,FALSE
44840,0,,4,9,1,3,3,F,48,H,54,374100,124851,FALSE,FALSE,FALSE
45047,0,,3,8,1,3,4,F,48,U,52,166100,83231,FALSE,FALSE,FALSE
45158,1,50,4,9,1,3,2,U,48,U,50,40600,53513.45736,FALSE,FALSE,TRUE
46422,0,,3,4,1,1,2,M,48,H,58,99700,83231,FALSE,FALSE,FALSE
46500,0,,3,9,1,3,2,M,48,H,55,63100,41003,FALSE,FALSE,FALSE
47860,1,35,3,6,1,2,1,F,48,U,50,53500,49262,FALSE,FALSE,FALSE
48246,0,,3,7,1,3,3,F,48,H,49,79000,83231,FALSE,FALSE,FALSE
48277,0,,4,9,1,3,2,F,48,U,53,52600,53513.45736,FALSE,FALSE,TRUE
48314,1,25,3,6,1,3,2,M,48,U,49,64800,53513.45736,FALSE,FALSE,TRUE
48365,0,,3,8,1,1,2,F,48,H,52,151600,101783,FALSE,FALSE,FALSE
48913,1,20,3,8,1,3,1,M,48,H,53,214100,96568,FALSE,FALSE,FALSE
49351,1,75,3,7,1,2,4,F,48,H,53,43600,50898,FALSE,FALSE,FALSE
49809,0,,4,9,1,3,2,F,48,U,49,37700,53513.45736,FALSE,FALSE,TRUE
49860,1,20,3,8,1,3,1,M,48,U,60,122300,53513.45736,FALSE,FALSE,TRUE
51811,0,,3,7,1,3,4,M,48,U,53,48300,53513.45736,FALSE,FALSE,TRUE
51881,0,,3,8,1,3,2,M,48,H,59,49700,50898,FALSE,FALSE,FALSE
52661,0,,4,7,1,2,2,F,48,H,49,35800,50898,FALSE,FALSE,FALSE
52998,0,,3,9,1,1,2,M,48,H,57,64600,61227,FALSE,FALSE,FALSE
53775,0,,3,6,1,2,3,M,48,U,50,67500,41963,FALSE,FALSE,FALSE
53893,1,125,3,3,1,1,2,M,48,H,58,72900,56335,FALSE,FALSE,FALSE
54003,1,75,4,9,1,3,4,M,48,H,60,89500,70044,FALSE,FALSE,FALSE
54259,1,75,4,6,1,2,3,F,48,U,49,41300,44742,FALSE,FALSE,FALSE
54554,0,,3,9,1,3,2,M,48,H,52,235700,109185,FALSE,FALSE,FALSE
54848,0,,3,8,1,1,2,F,48,U,53,33400,53513.45736,FALSE,FALSE,TRUE
55023,0,,3,6,1,2,2,M,48,H,60,56600,53504,FALSE,FALSE,FALSE
55552,1,100,3,8,1,1,2,U,48,U,49,69200,53513.45736,FALSE,FALSE,TRUE
55640,0,,3,8,1,3,3,F,48,H,49,70400,35938,FALSE,FALSE,FALSE
56075,0,,3,8,1,3,3,M,48,H,51,81700,68375,FALSE,FALSE,FALSE
56585,0,,3,7,1,3,1,M,48,U,50,115200,80468,FALSE,FALSE,FALSE
56609,0,,3,6,1,2,1,M,48,U,52,115700,56647,FALSE,FALSE,FALSE
57237,0,,3,4,1,1,3,F,48,U,51,115100,53513.45736,FALSE,FALSE,TRUE
57496,1,125,4,9,1,3,4,M,48,H,51,73200,78289,FALSE,FALSE,FALSE
57929,1,50,4,8,1,3,2,F,48,U,61,139500,53513.45736,FALSE,FALSE,TRUE
58284,1,20,4,9,1,3,1,M,48,H,50,70100,56335,FALSE,FALSE,FALSE
58412,0,,2,5,1,2,1,F,48,U,49,42800,53513.45736,FALSE,FALSE,TRUE
58466,1,25,4,8,1,3,1,F,48,U,50,35300,53513.45736,FALSE,FALSE,TRUE
58749,1,70,2,4,1,2,2,F,48,H,60,48900,36615,FALSE,FALSE,FALSE
58885,0,,3,8,1,3,2,M,48,H,59,80900,49791,FALSE,FALSE,FALSE
58991,1,50,4,7,1,1,2,F,48,H,65,85900,77130,FALSE,FALSE,FALSE
59600,0,,3,7,1,2,1,M,48,U,62,58700,46250,FALSE,FALSE,FALSE
59851,0,,4,9,1,3,1,M,48,H,54,36100,42903,FALSE,FALSE,FALSE
60922,0,,3,9,1,3,2,M,48,H,59,53400,62349,FALSE,FALSE,FALSE
62665,0,,3,8,1,3,4,F,48,U,49,37300,53513.45736,FALSE,FALSE,TRUE
62686,0,,3,8,1,1,2,M,48,U,49,59300,53513.45736,FALSE,FALSE,TRUE
62786,1,55,4,9,1,3,2,M,48,U,49,42000,31935,FALSE,FALSE,FALSE
63085,0,,3,6,1,2,2,M,48,H,61,57400,55485,FALSE,FALSE,FALSE
63135,1,25,3,8,1,3,1,F,48,H,51,47700,55282,FALSE,FALSE,FALSE
63238,0,,2,6,1,1,2,F,48,U,49,86700,53513.45736,FALSE,FALSE,TRUE
63267,1,50,2,7,1,3,3,F,48,H,59,59500,51293,FALSE,FALSE,FALSE
63865,1,60,3,7,1,2,1,F,48,U,59,166900,87296,FALSE,FALSE,FALSE
64153,0,,3,8,1,3,2,F,48,U,50,97000,53513.45736,FALSE,FALSE,TRUE
64650,1,200,3,8,1,3,3,M,48,U,50,49200,53513.45736,FALSE,FALSE,TRUE
64749,1,75,4,8,1,3,3,M,48,U,49,55200,48058,FALSE,FALSE,FALSE
65136,1,100,4,7,1,3,3,M,48,H,59,128900,91318,FALSE,FALSE,FALSE
65423,1,50,4,8,1,3,3,M,48,H,59,60500,59000,FALSE,FALSE,FALSE
65440,0,,3,8,1,3,2,F,48,H,53,210800,109313,FALSE,FALSE,FALSE
66358,1,25,2,5,1,2,1,F,48,H,61,83800,64119,FALSE,FALSE,FALSE
66861,0,,3,7,1,3,1,F,48,H,52,148400,91318,FALSE,FALSE,FALSE
66984,0,,3,4,1,1,2,M,48,H,59,58700,58635,FALSE,FALSE,FALSE
67595,1,75,4,8,1,1,4,M,48,H,59,147200,75047,FALSE,FALSE,FALSE
68019,0,,4,8,1,3,4,F,48,U,49,49700,53513.45736,FALSE,FALSE,TRUE
68613,0,,3,7,1,2,2,M,48,H,55,78200,65027,FALSE,FALSE,FALSE
68618,1,200,4,9,1,3,2,M,48,H,50,31400,41176,FALSE,FALSE,FALSE
69072,0,,3,9,1,3,1,M,48,H,50,71000,64119,FALSE,FALSE,FALSE
69642,1,70,4,8,1,3,2,U,48,H,50,80800,68536,FALSE,FALSE,FALSE
70076,1,50,4,8,1,3,2,M,48,H,50,40700,49714,FALSE,FALSE,FALSE
70098,0,,3,7,1,3,1,M,48,U,50,61000,49195,FALSE,FALSE,FALSE
70130,0,,3,8,1,3,3,M,48,H,56,52400,50021,FALSE,FALSE,FALSE
70195,1,30,4,8,1,3,1,F,48,H,53,241700,89045,FALSE,FALSE,FALSE
70408,0,,3,8,1,3,2,M,48,H,54,148800,104331,FALSE,FALSE,FALSE
70475,0,,3,8,1,3,3,M,48,U,51,52200,44133,FALSE,FALSE,FALSE
70524,1,115,4,9,1,3,3,F,48,H,50,70800,47016,FALSE,FALSE,FALSE
70620,0,,3,8,1,1,2,F,48,U,51,93500,59646,FALSE,FALSE,FALSE
71043,1,100,6,11,3,4,3,M,48,H,52,157200,85873,FALSE,FALSE,FALSE
72597,0,,2,4,1,1,4,F,48,H,52,180900,85873,FALSE,FALSE,FALSE
72960,0,,3,8,1,3,3,F,48,U,50,44600,47016,FALSE,FALSE,FALSE
73534,1,30,3,9,1,3,1,F,48,U,50,68100,53513.45736,FALSE,FALSE,TRUE
73984,1,50,4,9,1,3,3,F,48,U,60,69900,67735,FALSE,FALSE,FALSE
74345,1,125,4,9,1,3,3,F,48,H,52,92100,72554,FALSE,FALSE,FALSE
74614,1,25,4,7,1,2,1,F,48,U,51,77700,69181,FALSE,FALSE,FALSE
75246,0,,3,8,1,3,1,F,48,H,50,80800,66197,FALSE,FALSE,FALSE
75403,0,,3,7,1,3,2,M,48,U,50,48400,47016,FALSE,FALSE,FALSE
75413,0,,3,8,1,3,1,M,48,U,50,118900,57224,FALSE,FALSE,FALSE
76128,1,25,3,8,1,3,1,F,48,H,50,48400,47016,FALSE,FALSE,FALSE
76455,0,,3,7,1,2,4,F,48,H,55,70800,66197,FALSE,FALSE,FALSE
76470,1,50,2,5,1,2,3,F,48,H,54,74200,57224,FALSE,FALSE,FALSE
77349,0,,3,8,1,3,2,U,48,U,49,39400,53513.45736,FALSE,FALSE,TRUE
78256,1,55,4,8,1,3,3,F,48,U,50,41600,47016,FALSE,FALSE,FALSE
78270,1,75,2,5,1,1,3,F,48,H,51,110200,72073,FALSE,FALSE,FALSE
78312,1,75,3,8,1,1,3,F,48,H,60,64000,55716,FALSE,FALSE,FALSE
78516,0,,3,8,1,3,3,F,48,H,50,54500,58684,FALSE,FALSE,FALSE
78612,0,,3,8,1,3,3,F,48,U,49,93900,53513.45736,FALSE,FALSE,TRUE
78706,0,,3,8,1,3,2,M,48,H,55,159100,75737,FALSE,FALSE,FALSE
78964,0,,3,7,1,1,3,M,48,U,56,55200,47949,FALSE,FALSE,FALSE
79427,1,50,3,8,1,3,2,M,48,U,53,53500,58684,FALSE,FALSE,FALSE
79532,0,,3,6,1,2,4,M,48,U,53,74000,53513.45736,FALSE,FALSE,TRUE
80256,0,,3,7,1,3,1,M,48,H,51,48900,47949,FALSE,FALSE,FALSE
81105,0,,3,7,1,2,3,F,48,U,50,60000,60028,FALSE,FALSE,FALSE
81563,0,,3,6,1,2,3,M,48,H,50,87400,56021,FALSE,FALSE,FALSE
81730,0,,3,8,1,3,4,U,48,U,56,49300,53513.45736,FALSE,FALSE,TRUE
82634,0,,3,8,1,3,1,F,48,U,50,29200,32420,FALSE,FALSE,FALSE
83132,0,,3,8,1,3,2,F,48,H,52,109700,70892,FALSE,FALSE,FALSE
84100,1,70,3,6,1,2,4,M,48,H,50,104100,70892,FALSE,FALSE,FALSE
84582,1,125,3,8,1,3,3,F,48,U,54,46600,47793,FALSE,FALSE,FALSE
85250,0,,3,8,1,3,1,M,48,H,59,51200,53954,FALSE,FALSE,FALSE
85550,0,,4,8,1,3,3,F,48,H,50,91900,70892,FALSE,FALSE,FALSE
86235,0,,3,8,1,3,1,F,48,H,49,53500,42194,FALSE,FALSE,FALSE
86278,1,45,3,6,1,1,2,M,48,H,50,53500,42194,FALSE,FALSE,FALSE
86464,1,125,3,7,1,3,4,F,48,U,57,54900,53513.45736,FALSE,FALSE,TRUE
87071,1,75,3,8,1,3,1,M,48,U,50,97300,53513.45736,FALSE,FALSE,TRUE
87706,1,60,3,7,1,3,3,F,48,U,55,49300,46146,FALSE,FALSE,FALSE
87904,1,105,4,9,1,3,2,F,48,H,60,58100,42009,FALSE,FALSE,FALSE
88151,0,,4,9,1,3,3,F,48,H,51,110600,76915,FALSE,FALSE,FALSE
88410,0,,3,8,1,1,4,F,48,U,55,54300,55739,FALSE,FALSE,FALSE
88609,0,,3,8,1,3,1,M,48,U,53,57800,53513.45736,FALSE,FALSE,TRUE
88856,1,20,3,7,1,2,1,F,48,U,49,37300,53513.45736,FALSE,FALSE,TRUE
89026,0,,3,7,1,3,3,M,48,H,64,64300,52514,FALSE,FALSE,FALSE
89500,1,50,3,7,1,3,2,F,48,H,50,61400,50650,FALSE,FALSE,FALSE
89675,0,,2,2,1,1,4,M,48,H,48,37200,40296,FALSE,FALSE,FALSE
89985,0,,3,4,1,1,2,F,48,U,58,60800,63938,FALSE,FALSE,FALSE
90299,0,,3,9,1,3,3,M,48,H,60,155900,67735,FALSE,FALSE,FALSE
90314,1,35,4,9,1,3,2,F,48,U,50,75400,51941,FALSE,FALSE,FALSE
90461,0,,2,4,1,1,2,F,48,H,50,58400,56296,FALSE,FALSE,FALSE
90909,0,,3,5,1,2,1,M,48,H,62,74000,56296,FALSE,FALSE,FALSE
91588,0,,4,9,1,3,3,F,48,U,48,66400,53513.45736,FALSE,FALSE,TRUE
92021,1,100,3,4,1,1,2,M,48,H,51,108200,51348,FALSE,FALSE,FALSE
92033,0,,4,9,1,3,3,F,48,H,52,101600,62563,FALSE,FALSE,FALSE
92241,1,100,3,7,1,2,2,F,48,U,50,63200,51941,FALSE,FALSE,FALSE
92312,1,120,4,8,1,3,3,M,48,U,51,88700,66222,FALSE,FALSE,FALSE
92652,0,,3,6,1,1,4,F,48,U,49,97500,53513.45736,FALSE,FALSE,TRUE
92801,1,75,4,8,1,1,3,F,48,H,54,85900,60936,FALSE,FALSE,FALSE
93742,1,150,4,8,1,1,2,M,48,H,50,102400,60936,FALSE,FALSE,FALSE
94177,1,55,5,9,1,3,1,M,48,H,49,65700,49240,FALSE,FALSE,FALSE
94386,1,30,4,9,1,3,1,M,48,H,52,96900,67735,FALSE,FALSE,FALSE
94394,1,50,3,7,1,2,2,F,48,U,50,64600,53513.45736,FALSE,FALSE,TRUE
94459,0,,3,9,1,3,3,F,48,H,50,87300,71424,FALSE,FALSE,FALSE
94944,0,,3,9,1,3,2,F,48,H,49,44900,34656,FALSE,FALSE,FALSE
95097,1,50,4,8,1,3,2,F,48,H,54,104400,69583,FALSE,FALSE,FALSE
95563,1,20,3,7,1,2,1,F,48,U,53,88600,53513.45736,FALSE,FALSE,TRUE
95654,1,100,4,8,1,1,3,M,48,U,55,76400,71424,FALSE,FALSE,FALSE
96039,1,45,4,9,1,3,1,M,48,H,62,159500,98346,FALSE,FALSE,FALSE
96220,1,70,4,9,1,3,2,F,48,H,49,60800,54499,FALSE,FALSE,FALSE
96548,1,35,3,7,1,3,1,M,48,H,51,39000,53951,FALSE,FALSE,FALSE
97095,0,,3,8,1,3,1,F,48,U,54,94300,71499,FALSE,FALSE,FALSE
97421,0,,3,9,1,3,1,F,48,H,51,54500,53951,FALSE,FALSE,FALSE
98282,1,75,3,7,1,2,3,M,48,U,54,56800,54499,FALSE,FALSE,FALSE
99878,0,,3,8,1,3,3,M,48,U,49,40900,53513.45736,FALSE,FALSE,TRUE
100924,1,50,4,5,1,2,4,M,48,H,49,40000,43750,FALSE,FALSE,FALSE
101676,1,75,4,8,1,3,3,M,48,U,56,147900,82851,FALSE,FALSE,FALSE
102181,1,75,2,7,1,3,4,M,48,U,52,99500,71499,FALSE,FALSE,FALSE
102222,1,50,3,8,1,3,2,M,48,U,49,76400,53513.45736,FALSE,FALSE,TRUE
102351,1,115,4,7,1,2,4,F,48,U,56,47900,51507,FALSE,FALSE,FALSE
102673,0,,4,8,1,3,4,M,48,U,62,52000,43694,FALSE,FALSE,FALSE
102948,0,,3,8,1,3,3,F,48,U,49,85300,53513.45736,FALSE,FALSE,TRUE
103011,0,,3,8,1,1,4,F,48,U,49,45700,42993,FALSE,FALSE,FALSE
103350,0,,3,4,1,1,2,F,48,U,51,106100,53513.45736,FALSE,FALSE,TRUE
103872,1,100,4,5,1,1,2,F,48,U,58,116400,83356,FALSE,FALSE,FALSE
103982,1,75,4,8,1,3,3,F,48,H,49,47900,51507,FALSE,FALSE,FALSE
104174,0,,3,8,1,3,1,U,48,U,51,85500,53513.45736,FALSE,FALSE,TRUE
104394,1,50,4,8,1,3,2,F,48,U,49,56700,52821,FALSE,FALSE,FALSE
104467,1,15,4,8,1,3,1,F,48,H,50,40900,43694,FALSE,FALSE,FALSE
105248,0,,4,8,1,3,1,U,48,H,51,111500,87796,FALSE,FALSE,FALSE
