ID,Suc_flag,ARPU,PromCnt12,PromCnt36,PromCntMsg12,PromCntMsg36,Class,Age,Gender,HomeOwner,AvgARPU,AvgHomeValue,AvgIncome
55271,0,,4,9,1,3,4,53,F,U,51,60500,43703
55293,1,125,4,8,1,1,2,,F,U,61,44400,
55302,1,75,4,9,1,3,3,50,M,H,51,87800,73101
55325,0,,3,8,1,1,2,50,F,H,54,60000,45139
55341,0,,3,7,1,2,1,51,U,H,50,39600,45139
55358,1,150,4,8,1,3,4,44,F,H,51,42600,27418
55389,0,,4,9,1,3,1,51,M,H,49,41400,29867
55390,0,,3,7,1,2,2,44,F,H,50,26100,29867
55392,1,30,3,8,1,3,1,45,M,U,49,42300,29867
55403,0,,3,9,1,3,4,51,F,H,51,54900,52311
55408,1,20,3,8,1,3,1,44,M,H,50,144900,52311
55442,1,125,3,7,1,3,2,50,M,U,50,38200,28052
55450,1,25,3,8,1,3,1,,F,H,49,35000,36250
55484,1,125,4,9,1,1,4,,M,U,54,36600,
55489,0,,4,9,1,3,2,52,F,U,58,70000,44143
55503,1,50,3,6,1,2,2,52,M,U,49,50600,30499
55527,1,20,3,7,1,2,1,38,F,H,50,39300,29430
55552,1,100,3,8,1,1,2,48,M,U,53,36300,26495
55553,1,100,3,5,1,2,2,,M,U,60,39400,30017
55624,1,50,3,7,1,2,3,50,F,U,50,40300,
55640,0,,3,8,1,3,3,48,F,U,49,30700,30841
55756,1,50,4,9,1,3,2,,F,U,50,74300,
55761,0,,3,8,1,3,4,50,M,H,52,111000,58533
55840,1,80,2,6,1,3,2,44,M,H,57,40600,46324
55953,0,,3,8,1,3,2,43,M,H,61,50100,37760
55956,1,50,4,9,1,3,2,,F,U,50,162500,
56035,0,,3,7,1,2,4,,F,U,50,33200,31742
56038,0,,3,8,1,1,4,,M,U,53,34600,
56049,1,70,3,7,1,2,2,50,F,U,49,39800,37038
56075,0,,3,8,1,3,3,48,M,H,50,35900,28268
56113,1,25,4,8,1,3,1,45,M,U,49,49400,39632
56120,1,75,4,9,1,3,1,,F,U,49,51800,
56124,1,100,4,8,1,3,4,43,M,H,50,60000,
56169,1,100,2,5,1,1,2,,F,H,58,55700,38292
56218,0,,4,8,1,3,3,49,M,U,50,35100,37232
56310,0,,2,6,1,2,4,46,M,U,51,69600,58063
56318,1,25,3,7,1,3,1,41,F,H,52,200800,109713
56337,1,75,4,8,1,3,3,47,F,H,50,71400,51634
56339,1,25,2,5,1,2,1,52,F,U,50,39700,51634
56346,1,50,3,8,1,3,2,46,F,H,50,46900,43750
56367,1,25,3,9,1,3,1,44,M,H,49,30100,37788
56379,0,,4,8,1,3,3,,M,H,50,30300,35625
56398,0,,3,8,1,3,1,,F,U,49,45700,36683
56404,0,,3,4,1,1,4,45,M,H,50,39500,40156
56407,1,100,4,8,1,3,3,50,F,U,49,38200,37031
56416,0,,3,6,1,2,3,,M,U,49,56200,
56441,0,,4,8,1,3,2,,U,U,58,55500,49810
56449,1,25,4,7,1,3,1,,F,U,48,64000,
56451,1,40,4,9,1,3,2,47,M,U,50,78100,49810
56452,0,,3,8,1,3,3,49,F,H,51,71500,49810
56454,0,,3,8,1,3,1,51,F,U,49,78100,49810
56470,0,,3,7,1,2,1,,F,U,50,90200,51634
56479,1,20,3,7,1,3,1,50,F,H,48,13900,16564
56485,0,,3,4,1,1,2,35,F,U,58,66400,45928
56525,0,,3,8,1,3,3,47,M,H,50,43300,47412
56585,0,,3,7,1,3,1,48,M,H,49,27500,26021
56599,0,,3,8,1,3,4,45,M,H,50,13200,27204
56609,0,,3,6,1,2,1,48,F,H,48,40300,39233
56630,0,,3,4,1,1,2,49,F,H,58,54000,41069
56640,0,,3,6,1,2,4,43,F,H,51,56900,41069
56674,1,75,3,7,1,3,1,51,M,H,48,33500,28542
56696,0,,3,7,1,2,1,41,M,H,49,67600,41886
56697,1,50,3,8,1,3,2,45,F,H,49,35400,41886
56700,1,100,4,8,1,1,4,,M,U,54,44700,
56722,0,,4,8,1,1,2,49,M,U,53,53600,43588
56773,1,40,3,8,1,3,2,43,U,H,50,70700,47385
56774,0,,3,4,1,1,3,39,M,H,64,50800,46240
56783,0,,4,8,1,3,3,45,M,H,50,64400,60483
56787,1,65,4,9,1,3,3,38,M,H,51,65100,60483
56816,1,50,2,7,1,1,2,51,F,U,54,87000,
56831,1,75,4,9,1,3,2,37,M,H,51,136800,75367
56833,1,100,4,8,1,3,4,43,F,H,52,86700,75367
56834,0,,4,9,1,3,4,51,M,H,51,58600,75367
56843,0,,4,8,1,1,3,47,F,U,53,59200,43211
56845,0,,3,9,1,3,4,43,F,U,51,51100,55792
56860,1,120,4,9,1,3,3,37,F,U,50,43900,47310
56863,0,,2,6,1,2,1,,F,H,50,42700,47310
56886,1,60,3,8,1,3,1,50,M,H,50,111100,65232
56903,0,,4,8,1,3,2,41,M,U,60,137500,88241
56951,0,,2,7,1,2,1,,F,U,50,81300,
57017,1,100,3,4,1,1,2,,F,U,57,48400,
57036,0,,2,6,1,3,3,46,M,H,50,28800,27089
57039,1,25,3,8,1,3,1,49,F,H,49,19500,27089
57052,1,145,4,8,1,3,1,44,U,H,57,68300,58413
57058,1,125,4,9,1,3,3,51,M,H,50,43200,35412
57069,0,,3,9,1,3,3,,F,U,60,50600,
57087,1,75,4,8,1,3,3,45,M,H,51,82100,46974
57092,1,180,4,9,1,3,2,43,M,H,61,111000,46974
57119,1,100,3,3,1,1,3,51,M,H,49,55600,43423
57151,1,130,3,8,1,1,4,47,F,U,56,87500,42819
57162,1,100,3,8,1,3,3,42,F,U,51,46300,45560
57195,0,,3,7,1,3,1,44,F,H,56,32200,30032
57237,0,,3,4,1,1,3,48,F,U,63,45400,43017
57241,0,,2,7,1,2,3,,F,U,50,47100,
57268,0,,3,8,1,1,1,42,M,H,52,40100,35966
57269,0,,3,6,1,2,3,,M,U,49,34300,21558
57332,1,30,4,8,1,3,1,49,M,H,49,68700,60598
57349,1,35,4,8,1,3,1,37,F,U,49,68500,39333
57369,1,25,3,7,1,3,1,46,F,U,48,57400,40931
57375,0,,3,7,1,1,2,32,F,H,53,57400,40931
57407,1,105,2,4,1,1,4,46,M,H,52,145300,90240
57412,0,,3,4,1,1,4,35,F,H,52,91000,72882
57419,1,50,3,7,1,1,2,39,F,H,55,91000,72882
57463,1,50,3,6,1,1,3,50,F,H,53,58400,45176
57496,1,125,4,9,1,3,4,48,M,H,51,46000,51052
57499,0,,4,8,1,3,1,50,F,H,50,42800,51052
57593,1,25,4,8,1,3,1,,M,U,48,31000,23500
57613,0,,3,8,1,3,1,,F,U,48,33400,
57643,0,,3,9,1,3,3,,M,U,60,83400,
57647,1,100,4,9,1,3,2,33,M,H,58,72400,63009
57705,1,25,3,8,1,3,1,,F,U,48,37500,
57735,0,,3,5,1,1,1,,M,H,50,64200,48085
57761,1,80,3,7,1,1,2,47,F,U,53,49400,42047
57899,1,50,3,8,1,3,3,,F,U,50,30700,
57909,1,50,3,7,1,2,2,,M,U,49,79300,
57928,1,55,2,6,1,3,3,50,F,U,49,45300,
57929,1,50,4,8,1,3,2,48,F,U,49,45300,36735
57940,0,,3,6,1,2,4,43,F,H,50,39000,40054
57953,0,,4,10,1,3,4,50,M,H,51,40600,40054
57963,1,50,4,9,1,3,2,50,F,H,50,49200,40054
57964,1,60,3,5,1,2,2,50,M,U,49,42800,40054
57976,0,,3,9,1,3,3,51,F,H,50,40700,44658
57982,0,,3,8,1,3,2,44,F,H,50,54700,44658
57990,0,,2,4,1,1,4,47,F,U,51,97500,66828
57992,1,25,4,9,1,3,1,45,M,H,49,83800,43494
58006,0,,2,4,1,1,2,43,F,U,58,42600,32989
58043,0,,3,7,1,1,2,44,M,H,53,30000,24102
58049,0,,3,7,1,3,1,51,M,U,49,49500,
58075,0,,3,8,1,1,2,51,F,U,53,40200,18750
58079,1,50,3,8,1,3,4,,F,U,50,25300,22654
58084,0,,2,7,1,2,2,45,U,H,50,45500,24084
58086,1,20,3,8,1,3,1,45,F,H,49,24000,29167
58105,0,,3,8,1,3,4,52,F,U,50,22400,21620
58130,1,35,2,5,1,3,1,,F,U,48,28300,22720
58147,1,25,3,8,1,1,1,46,M,U,52,31800,
58198,0,,4,8,1,3,1,,F,U,48,19800,
58203,1,30,2,6,1,2,1,45,M,U,49,22400,28100
58262,0,,3,8,1,3,1,51,F,H,49,63200,37165
58284,1,20,4,9,1,3,1,48,F,H,49,46300,44415
58290,0,,3,8,1,3,2,,M,H,50,45600,44415
58318,0,,4,9,1,3,3,53,F,U,50,36500,32643
58333,0,,3,7,1,1,3,39,M,U,53,34800,40104
58351,1,45,4,8,1,3,2,49,M,U,50,26900,36787
58374,1,50,5,10,2,4,2,51,F,H,49,48300,41062
58412,0,,2,5,1,2,1,48,F,H,49,57900,36141
58447,1,50,4,8,1,3,2,49,F,U,49,63000,53142
58463,1,50,4,9,1,3,2,52,M,U,58,29700,
58466,1,25,4,8,1,3,1,48,M,U,48,37200,
58484,0,,3,7,1,3,1,41,F,H,49,66200,
58488,0,,3,8,1,3,2,50,F,U,50,61800,42251
58499,0,,3,8,1,3,1,43,M,U,50,57000,38728
58511,1,75,4,9,1,3,3,50,M,U,50,48400,37412
58525,0,,3,9,1,3,2,46,F,H,60,39000,38962
58538,1,50,4,9,1,1,4,39,F,H,55,21900,49375
58566,1,80,4,7,1,2,4,50,M,H,51,63300,38796
58573,0,,3,8,1,3,1,49,M,H,48,30400,38796
58576,0,,3,8,1,3,2,45,F,H,49,42100,38796
58597,1,250,4,8,1,3,3,52,M,U,59,29500,
58649,1,50,3,7,1,3,2,51,F,H,49,52100,42920
58721,0,,3,9,1,3,2,,M,U,50,29700,39914
58725,1,75,4,7,1,2,4,51,M,H,51,31300,31950
58726,0,,4,9,1,3,3,47,M,U,50,36800,31950
58728,1,100,3,7,1,2,3,44,M,U,50,18400,31950
58749,1,70,2,4,1,2,2,48,U,U,49,38900,33047
58753,0,,3,6,1,2,1,49,M,U,48,33400,33920
58777,0,,3,9,1,3,2,49,F,U,50,43500,47500
58786,1,100,3,8,1,1,1,50,F,U,53,42300,41861
58808,1,50,3,4,1,1,3,52,F,U,50,57500,44605
58835,0,,3,7,1,3,2,52,M,U,50,59500,44605
58850,1,30,4,6,1,2,1,51,M,H,49,45900,39954
58882,0,,4,9,1,3,2,49,F,U,57,36500,37109
58883,1,25,4,8,1,3,2,,F,H,50,107200,63851
58884,0,,3,7,1,3,1,51,F,U,48,39000,
58885,0,,3,8,1,3,2,48,F,H,49,31500,49219
58934,1,50,3,4,1,1,4,,F,U,49,28200,
58969,0,,3,8,1,3,3,,M,U,51,63500,38742
58973,0,,3,5,1,1,2,,F,U,49,27900,22065
58988,0,,3,4,1,1,2,49,F,H,57,28100,23157
58991,1,50,4,7,1,1,2,48,M,H,59,27700,22716
59015,0,,3,7,1,1,1,39,M,H,53,58500,48556
59070,1,50,4,9,1,1,3,44,M,H,54,37700,
59178,0,,3,7,1,2,2,,U,U,49,42700,
59182,0,,3,8,1,1,3,,F,U,54,48300,
59225,1,50,4,9,1,3,1,,F,U,49,51900,62000
59240,1,50,3,6,1,2,2,,F,U,50,139500,
59249,1,75,3,4,1,1,4,32,M,H,52,178100,105303
59265,0,,3,8,1,3,3,43,F,H,52,158300,105303
59285,1,50,3,6,1,1,3,43,F,U,52,52200,
59290,0,,3,4,1,1,2,40,F,H,61,100300,82313
59292,0,,6,11,2,4,4,39,M,H,52,153100,82313
59296,0,,3,6,1,2,4,36,M,U,52,96900,62244
59304,0,,3,8,1,1,2,43,M,H,55,153100,82313
59318,0,,3,4,1,1,3,51,F,H,63,33400,47836
59370,0,,3,8,1,1,3,46,F,H,55,65900,53015
59409,0,,4,9,1,3,3,49,F,U,50,122800,
59462,0,,3,8,1,1,3,,F,U,53,52800,
59468,0,,4,9,1,1,4,,M,U,55,43100,54741
59518,1,40,2,6,1,3,1,49,F,H,50,69600,65435
59561,1,45,3,8,1,3,2,39,M,H,50,43800,42359
59571,0,,3,7,1,3,2,,M,U,59,55100,73684
59572,0,,3,4,1,1,3,44,F,U,50,84100,55043
59581,0,,2,7,1,1,3,50,F,H,55,53200,55043
59588,1,15,2,4,1,2,1,51,M,H,49,42100,45642
59598,1,75,3,6,1,1,2,,M,U,60,52100,
59600,0,,3,7,1,2,1,48,M,U,50,48700,44830
59610,1,75,3,6,1,2,3,50,F,U,51,119900,
59622,0,,4,8,1,3,2,50,M,H,50,46100,61366
59645,1,20,3,8,1,3,1,47,F,H,50,66600,66481
59680,0,,3,8,1,3,2,,F,H,50,73900,65147
59681,0,,2,5,1,1,3,42,M,U,53,62000,65147
59695,0,,3,8,1,1,3,,F,H,55,43700,46960
59697,0,,2,5,0,1,3,53,F,U,51,44400,46960
59699,0,,3,4,1,1,4,,F,U,49,65000,
59703,0,,4,6,1,2,3,37,M,H,50,64500,52067
59744,1,80,4,9,1,3,2,42,F,U,50,59500,
59746,1,20,4,9,1,3,1,,F,U,48,53700,
59808,0,,3,9,1,3,1,,F,H,57,55700,52688
59811,1,25,3,8,1,3,4,,F,U,50,36000,
59814,1,25,3,7,1,3,1,46,F,U,50,39200,46771
59851,0,,4,9,1,3,1,48,U,H,49,31400,50263
59880,0,,3,8,1,3,1,,U,U,48,40900,
59903,0,,4,8,1,3,3,44,U,H,51,121600,32793
59906,1,40,3,7,1,3,1,49,F,H,50,79600,56604
59911,0,,3,8,1,3,2,35,F,U,49,41700,
59927,0,,4,9,1,3,1,49,F,H,49,34200,35122
59937,0,,3,8,1,2,2,52,U,U,50,26700,35122
59984,1,85,3,7,1,1,3,52,F,H,54,110100,63697
59994,0,,3,6,1,2,1,49,M,H,50,92100,63697
60005,0,,3,9,1,3,1,53,F,H,49,39700,36291
60071,0,,3,4,1,1,2,47,F,H,58,84000,46893
60090,0,,3,8,1,3,3,,M,U,49,69900,
60098,1,125,3,7,1,3,3,46,M,H,49,78900,46893
60104,1,25,4,9,1,3,2,,F,U,49,89100,
60127,0,,3,5,1,2,4,50,M,U,50,58300,71148
60169,0,,2,5,1,2,4,47,M,U,51,33300,47663
60172,0,,3,6,1,2,4,47,M,H,51,46700,47663
60184,0,,2,5,1,2,1,51,F,U,49,33300,
60195,1,125,3,6,1,2,4,42,F,U,50,68400,
60252,1,75,4,9,1,3,4,,M,H,51,67300,42546
60265,1,25,2,5,1,2,1,47,F,U,49,22500,
60271,0,,3,4,1,1,2,36,M,H,57,57300,45840
60313,1,50,3,8,1,3,4,45,M,H,51,48000,45840
60360,1,65,3,8,1,3,3,49,F,H,50,86300,47879
60372,0,,4,8,1,2,2,52,F,U,51,75100,47879
60392,0,,3,8,1,3,2,46,M,H,50,68800,51568
60410,0,,3,9,1,3,3,,M,H,51,93300,60349
60423,0,,2,7,1,2,1,,U,U,50,69700,60349
60464,0,,3,6,1,2,2,,F,U,59,73500,61541
60476,0,,3,7,1,2,1,44,F,H,50,37900,61541
60477,1,100,3,4,1,1,4,50,M,U,50,61400,46893
60490,1,300,4,7,1,1,2,43,F,H,60,87400,64942
60506,0,,3,8,1,1,4,,U,H,55,162100,68517
60507,0,,4,9,1,3,3,49,F,H,64,271500,68517
60512,1,125,4,9,1,1,2,49,U,U,63,105500,
60526,1,30,4,7,1,3,1,45,M,H,49,34700,40444
60555,0,,3,8,1,1,4,,F,U,55,103300,
60563,0,,3,8,1,1,2,51,F,H,54,105000,71503
60571,1,75,4,6,1,2,3,,M,U,49,69600,
60603,0,,3,8,1,3,3,49,F,H,52,112600,79633
60610,0,,3,9,1,3,3,46,F,U,61,81900,
60615,0,,3,8,1,1,2,,F,H,62,103200,79633
60638,0,,3,8,1,3,1,51,F,U,50,87600,59896
60657,0,,4,9,1,1,3,51,F,H,71,103100,59896
60684,1,25,4,8,1,3,4,41,F,H,52,108100,90213
60694,1,125,4,8,1,3,2,,F,U,57,50100,
60708,1,25,4,9,1,3,1,,U,H,50,48200,64940
60738,1,25,3,8,1,3,1,44,F,U,49,87700,
60747,0,,3,8,1,1,3,47,U,U,55,102500,
60755,0,,3,9,1,3,4,44,F,U,51,69400,
60828,0,,3,9,1,3,2,,M,U,50,65400,56679
60859,1,50,4,8,1,3,1,44,F,H,50,102600,74255
60884,1,75,4,8,1,2,4,,F,H,51,81300,59106
60897,1,25,2,6,1,3,1,,F,U,48,49600,
60922,0,,3,9,1,3,2,48,F,U,50,49200,45936
60934,0,,3,7,1,3,3,46,F,H,50,76600,43796
60940,0,,2,6,1,1,4,42,M,U,52,52600,
60977,0,,3,7,1,3,1,,F,U,50,64300,59274
60980,0,,2,4,1,1,4,35,M,H,50,54100,52559
61004,0,,3,7,1,3,1,,U,U,50,67100,52559
61026,1,100,4,5,1,1,2,,F,U,57,49900,52305
61038,0,,3,8,1,1,3,49,M,U,55,61800,53576
61039,0,,3,8,1,3,2,42,M,U,50,42100,52305
61040,0,,4,9,1,1,4,52,U,U,54,49900,
61108,1,35,4,8,1,3,2,47,M,H,50,39900,45576
61144,0,,3,4,1,1,3,,M,U,60,38000,
61191,1,50,2,5,1,2,1,51,F,U,49,47200,
61220,0,,3,8,1,3,1,46,M,H,58,108600,71115
61232,1,50,3,7,1,2,2,45,F,H,51,105700,71115
61256,0,,3,8,1,3,2,47,M,H,62,103900,64451
61270,0,,3,8,1,1,2,43,M,H,66,195100,66579
61275,1,60,4,9,1,3,2,44,M,U,49,79100,
61298,0,,3,8,1,3,2,51,M,U,57,58900,64451
61338,1,25,4,8,1,3,1,41,M,H,49,54400,46639
61363,0,,2,6,1,1,3,50,F,U,53,36900,45142
61372,0,,3,8,1,3,2,46,F,H,50,40200,31019
61380,0,,3,8,1,2,1,52,F,H,50,28900,31019
61421,1,100,3,7,1,1,2,51,F,H,60,66600,55011
61423,1,75,3,6,1,1,2,45,M,H,51,37000,41225
61480,1,105,3,7,1,2,4,44,U,H,51,57000,51305
61483,0,,4,8,1,3,1,47,M,H,50,61600,51305
61488,1,35,4,8,1,3,1,51,M,H,49,68200,51305
61492,0,,3,8,1,3,3,41,F,H,51,66100,56098
61510,0,,3,5,1,2,1,,F,U,48,59300,
61536,1,125,3,6,1,2,4,,M,U,51,56100,
61584,0,,3,6,1,1,3,45,M,H,53,85300,51806
61586,1,50,4,8,1,1,4,49,F,H,54,54700,50956
61601,0,,2,2,0,0,4,,F,U,52,166100,83231
61614,0,,3,9,1,3,2,44,M,H,58,99700,83231
61616,0,,3,8,1,1,4,44,M,H,55,63100,41003
61626,0,,2,5,1,2,1,,F,H,49,79000,83231
61630,0,,3,6,1,2,3,,F,U,49,37700,
61632,0,,3,8,1,1,4,,M,U,53,48300,
61652,0,,2,3,1,1,2,47,M,H,58,72900,56335
61693,1,35,3,7,1,3,2,45,F,U,49,41300,44742
61745,1,100,3,6,1,1,2,38,M,H,60,56600,53504
61750,1,50,4,9,1,3,2,,U,U,49,69200,
61776,0,,3,4,1,1,4,49,M,H,50,70100,56335
61805,1,25,4,8,1,3,1,,F,U,49,42800,
61808,1,125,3,4,1,1,2,44,M,H,59,80900,49791
61923,0,,3,7,1,1,3,50,M,H,54,36100,42903
61933,1,100,3,6,1,2,2,,M,H,59,53400,62349
61941,0,,3,8,1,3,2,38,M,H,61,57400,55485
61953,0,,3,5,1,2,3,,F,U,49,86700,
61955,0,,2,5,1,1,2,43,F,H,59,59500,51293
61962,1,125,4,9,1,3,4,,F,U,50,97000,
61997,0,,4,7,1,2,2,,F,U,49,49700,
62056,1,35,3,7,1,2,1,45,M,U,50,61000,49195
62084,1,100,4,9,1,3,4,,M,U,51,52200,44133
62107,0,,3,4,1,1,4,35,F,H,50,70800,47016
62111,0,,3,8,1,3,2,50,F,U,50,44600,47016
62115,0,,4,9,1,3,1,49,M,U,50,48400,47016
62117,0,,2,7,1,3,2,40,F,H,50,48400,47016
62119,0,,3,8,1,3,2,52,F,U,50,41600,47016
62133,0,,4,5,1,2,2,46,M,U,56,55200,47949
62135,0,,3,8,1,3,4,45,M,H,51,48900,47949
62152,0,,4,9,1,3,2,50,M,H,50,87400,56021
62171,0,,3,8,1,3,1,42,U,U,56,49300,
62209,0,,3,8,1,3,2,40,F,U,50,29200,32420
62232,1,95,3,8,1,3,4,46,F,H,52,109700,70892
62238,0,,3,8,1,3,1,,M,H,50,104100,70892
62240,0,,3,8,1,3,3,43,F,H,50,91900,70892
62247,0,,3,6,1,2,2,45,F,H,49,53500,42194
62265,0,,3,9,1,3,3,51,M,H,50,53500,42194
62279,0,,4,8,1,3,2,52,F,U,57,54900,
62281,0,,3,5,1,2,2,,F,U,55,49300,46146
62295,1,100,4,8,1,3,3,41,F,H,60,58100,42009
62311,1,60,3,7,1,1,2,,M,U,53,57800,
62349,1,250,4,8,1,3,3,49,M,H,64,64300,52514
62362,0,,3,8,1,3,4,46,M,H,51,108200,51348
62378,1,75,2,4,1,1,4,46,F,H,52,101600,62563
62393,0,,3,8,1,3,3,53,M,U,51,88700,66222
62400,1,15,3,7,1,3,1,51,F,U,49,97500,
62426,0,,3,7,1,3,1,30,M,H,49,65700,49240
62457,0,,2,5,1,1,4,47,M,H,51,39000,53951
62463,0,,3,9,1,3,3,46,F,H,51,54500,53951
62506,0,,3,5,1,1,4,47,M,U,49,40900,
62561,0,,3,9,1,3,3,51,M,U,62,52000,43694
62568,0,,3,8,1,3,3,,F,H,50,40900,43694
62585,1,125,3,3,1,1,4,44,F,H,50,58100,37083
62608,0,,3,6,1,2,2,52,F,H,60,49900,47429
62610,0,,3,7,1,2,1,46,F,H,49,60200,38001
62613,0,,3,7,1,3,1,40,F,U,49,31300,38001
62665,0,,3,8,1,3,4,48,M,H,51,46900,45925
62686,0,,3,8,1,1,2,48,F,H,53,41700,40313
62687,0,,4,8,1,3,2,,F,H,50,36100,41023
62689,0,,3,9,1,3,4,44,F,U,51,36100,41023
62699,0,,3,8,1,3,1,28,F,U,49,29400,46771
62704,1,60,3,7,1,3,3,45,M,H,50,41600,46563
62721,1,30,3,7,1,3,1,,U,U,49,41300,41365
62741,1,55,4,9,1,3,2,,M,U,49,62500,
62745,0,,2,4,1,1,4,,U,U,50,53300,
62760,1,25,4,8,1,2,1,,M,H,50,39700,46058
62786,1,55,4,9,1,3,2,48,F,U,49,43100,
62795,1,100,3,7,1,3,2,,F,U,58,50500,47212
62827,0,,3,5,1,2,3,,F,U,49,35100,
62891,0,,3,4,1,1,4,45,M,H,51,112500,68159
62909,0,,3,8,1,1,1,,M,U,61,38800,48911
62917,0,,3,8,1,1,3,43,M,H,54,49300,48911
62924,0,,3,8,1,3,1,49,F,H,50,65000,48911
62925,0,,3,7,1,2,1,40,F,H,50,50200,48911
62928,1,75,3,6,1,2,2,45,F,H,50,57600,48911
62932,1,50,3,7,1,2,2,,M,U,49,40300,
62961,0,,3,6,1,2,3,45,F,U,49,66800,
63000,1,125,3,4,1,1,2,,U,U,58,35100,
63039,0,,3,4,1,1,4,45,M,H,50,53500,49059
63085,0,,3,6,1,2,2,48,M,U,58,62100,59357
63091,0,,4,9,1,3,3,49,F,U,62,62100,59357
63104,1,200,4,9,1,3,4,45,M,U,51,55100,59357
63107,1,50,4,8,1,3,1,50,M,H,49,57800,59357
63112,0,,3,8,1,3,1,50,F,H,50,88600,59357
63113,1,25,3,8,1,3,1,49,M,U,50,53100,59357
63135,1,25,3,8,1,3,1,48,F,H,49,77600,44021
63140,0,,2,7,1,1,3,40,F,H,54,39500,56339
63147,0,,4,9,1,3,3,53,F,H,50,60400,46400
63155,0,,4,9,1,1,1,,F,H,53,46600,46400
63161,0,,3,8,1,3,4,,M,U,50,41600,46280
63185,0,,3,8,1,3,1,39,F,U,49,35300,
63186,0,,3,8,1,1,2,,F,U,53,39500,37273
63200,0,,3,8,1,1,3,,F,U,54,47200,42516
63216,1,25,4,7,1,2,1,,M,H,49,43100,46731
63238,0,,2,6,1,1,2,48,F,H,53,60700,46584
63267,1,50,2,7,1,3,3,48,F,H,50,16600,34761
63286,0,,3,8,1,3,3,46,M,H,67,41500,43000
63288,0,,2,7,1,1,1,52,F,H,54,44500,60290
63292,0,,3,5,1,2,2,51,M,H,61,89200,58821
63300,0,,3,8,1,1,4,41,M,H,55,45600,58821
63308,1,50,3,8,1,3,2,50,M,H,50,48500,58821
63358,0,,3,6,1,1,4,47,F,H,52,32100,
63380,0,,4,9,1,3,2,,F,U,49,36500,
63397,0,,3,9,1,1,2,46,F,U,63,49400,41855
63420,0,,2,6,1,1,2,51,F,H,63,42700,50242
63430,0,,3,3,1,1,4,,M,U,49,21900,43363
63436,1,255,3,6,1,2,3,49,F,U,50,33300,
63542,1,130,4,8,1,3,4,44,F,H,51,44500,60290
63557,0,,3,8,1,3,1,44,F,U,57,92100,
63572,1,60,3,8,1,3,1,46,F,H,50,77800,64484
63612,1,90,3,6,1,1,4,36,F,U,53,41600,43357
63643,0,,2,6,1,1,4,46,M,H,53,42500,43971
63659,0,,3,8,1,2,2,40,M,H,50,30800,43971
63725,1,125,3,5,1,2,2,50,M,U,60,63700,
63739,0,,3,8,1,3,3,50,F,U,50,35400,39000
63742,0,,3,4,1,1,2,51,F,H,59,70800,52067
63757,0,,3,8,1,3,2,,F,U,58,46700,
63790,0,,3,9,1,1,2,,F,H,63,41200,42394
63799,0,,3,8,1,3,3,39,F,U,50,51500,41250
63813,0,,3,7,1,2,1,,F,H,49,70800,48532
63830,0,,3,6,1,2,2,,F,U,50,58900,56637
63854,0,,1,4,0,1,3,,F,U,50,36700,
63865,1,60,3,7,1,2,1,48,M,U,50,44800,44409
63911,0,,3,4,1,1,2,51,F,H,58,67900,43100
63941,1,50,3,8,1,3,2,,F,U,49,70000,
63951,0,,3,7,1,2,3,39,M,H,52,68300,65581
63971,1,20,4,7,1,2,1,46,M,U,48,44400,
63990,1,150,4,7,1,1,2,45,M,U,62,43000,42507
64002,0,,3,4,1,1,4,,F,U,50,21800,37546
64008,1,175,3,7,1,2,2,39,M,H,58,88700,37546
64058,1,100,3,6,1,2,3,41,F,H,51,90400,53270
64062,0,,3,8,1,3,2,41,M,H,50,59600,53270
64074,1,50,2,5,1,1,4,,F,H,53,32500,32294
64115,1,75,2,7,1,3,2,50,M,H,50,50100,41228
64124,0,,3,8,1,3,4,50,F,U,50,60700,
64141,0,,3,9,1,3,2,45,M,H,58,80200,56210
64145,0,,3,7,1,1,2,45,M,H,52,53700,46594
64153,0,,3,8,1,3,2,48,F,U,50,68900,56210
64161,1,55,3,7,1,2,2,49,M,H,50,58800,45788
64162,1,50,3,6,1,2,2,,F,U,49,44100,45788
64165,1,100,3,8,1,3,2,38,F,H,50,59400,50303
64166,1,115,4,8,1,3,1,52,M,U,57,80000,45788
64170,1,75,3,8,1,3,1,49,F,H,57,57300,45788
64192,0,,4,8,1,3,2,49,M,H,50,55600,51091
64203,1,30,4,9,1,3,1,47,M,U,48,40400,51091
64212,1,100,3,8,1,3,4,50,F,H,51,50200,45235
64224,1,100,4,8,1,3,4,47,F,H,51,86600,45235
64261,1,50,2,6,1,2,1,,F,H,49,36900,43112
64305,0,,3,4,1,1,2,44,M,H,57,38600,44421
64388,1,70,3,8,1,3,2,51,M,U,50,72500,54926
64391,0,,2,7,1,3,2,39,F,U,50,75700,54926
64400,1,105,2,2,1,1,4,41,M,U,49,103300,
64419,1,70,4,9,1,3,3,,M,U,51,72500,57372
64430,1,65,3,4,1,1,3,,F,U,48,38600,
64441,1,50,4,8,1,1,1,42,M,U,53,38600,44559
64442,1,40,4,6,1,2,2,43,M,H,49,42800,50030
64444,0,,3,6,1,1,4,46,F,H,53,67900,50030
64463,0,,4,7,1,2,2,,F,U,49,43900,
64467,1,60,2,4,1,1,4,44,F,U,52,44400,
64476,0,,2,2,1,1,4,,F,U,50,53500,49262
64480,1,50,4,8,1,1,2,,F,U,53,52600,
